Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Chirivella Pedro,MD,11,2,,13,30.63,9.31,11,13,11,13,11,11,19,22,05.09,05.09,5.27,486.45,11,11,24,0.8,0.8,0.9,1,1,1,1,1,0.96,982,982,1909,89.27,89.27,79.54,982,1909,6,11,4.5,3.5,6.5,5.5,6,5,5.5,5,5,4.5,5,5.5,5.5,0,0,0,0,0,0,0,4.5,0,4.5,0,5,4.5,6,0,4.5,5.5,8,6,0,6,5,0,0,0,3,,null,null,null,null,5,5,1,0.8847,820,11,10,40,8,null,null,23,30,4,2,12,15,101,2,2,7,null,-1,null,-4,null,9,139.59,-120.68,-13.21,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Bamba Abdoul Kader,MO,6,-1,,6,3.6,1.5,6,6,6,6,10,10,7,7,05.06,5,5.27,495.89,9,3,24,0.81,1.32,0.86,1,1,5,0.11,0,0.29,272,68,853,30.22,22.67,35.54,272,171,6,6,4,4.5,6.5,0,4.5,4.5,0,6,5.5,5,5,6,4,6,5,5,7,5,0,0,5,7,4.5,6,5,0,0,0,0,5,6,0,0,0,4.5,0,0,0,null,,null,null,1,1,7,6,1,0.8281,216,2,6,58.7,3,null,null,9,12,2,1,2,8,45,4,4,8,null,-3,null,-6,1,8,69.17,-22.78,0.87,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Moutoussamy Samuel,MD,11,2,,,0.6,,12,12,11,11,14,14,12,12,05.05,5.17,05.02,504,10,6,33,0.86,01.08,0.86,1,1,1,0.5,0.67,0.67,508,383,2082,50.8,63.83,63.09,508,2082,6.5,11,5.5,4.5,6,6.5,3.5,5,0,5,4.5,4.5,5.5,5,5.5,3.5,5,4,4,5.5,4,4.5,5,4.5,4,4.5,5,5,7,7,5,6,5.5,0,5.5,5,5,0,0,0,1,,null,null,null,null,9,5,2,0.7704,286,6,6,42.86,9,null,null,9,27,null,null,6,8,56,9,9,6,null,-2,null,-5,2,9,111.85,-92.35,-5.54,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,Sursis
Coco Marcus,MO,9,1,,9,10.51,3.9,9,9,9,9,11,11,11,11,5,5.5,4.81,509.33,9,4,26,0.9,1.22,0.71,1,1,2,0.78,1,0.38,545,304,957,60.56,76,36.81,545,479,6,9,4.5,4.5,6,7,0,0,4.5,4.5,4.5,4.5,5,5,6,4.5,5,4,5,4.5,0,4.5,4.5,0,0,4,4.5,4,0,5,0,4.5,4.5,4.5,6,0,0,0,0,0,2.5,,null,null,null,2,3,3,1,0.7354,323,9,9,53.62,5,null,null,20,9,13,8,9,5,59,6,6,1,null,-1,null,-4,null,14,122.11,-116.09,-6.71,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Douglas Augusto,MD,11,0,,13,24.02,3.6,12,14,12,14,14,14,12,13,5.56,0,5.56,508.5,8,0,8,0.32,0,0.32,0,0,0,0.88,0,0.88,563,0,563,70.38,0,70.38,,,null,1000,0,0,0,5.5,5.5,6,6,5.5,5.5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,1,8,6,5,0.8726,387,11,15,50,13,null,null,18,18,6,4,10,9,48,8,8,1,null,null,null,-1,null,6,159.38,-90.44,-6.97,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,† Genou
Adson,MO,8,-1,,10,5.71,3.3,9,10,9,9,12,13,14,17,5.33,5.3,5.33,491.67,6,5,6,0.41,0.45,0.41,0,0,0,0.33,0.2,0.33,193,148,193,32.17,29.6,32.17,,,null,1000,5.5,5,6,5,5,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,4,0,null,0.8949,134,2,3,54.55,3,null,null,5,2,2,2,2,4,17,2,2,4,null,-1,null,-4,null,2,67.25,-34.75,-1.15,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Merlin Quentin,MD,11,2,,12,11.71,6.91,11,14,12,15,11,11,11,14,4.91,4.91,05.09,524.27,11,11,23,0.77,0.77,0.79,0,0,1,1,1,0.91,949,949,1700,86.27,86.27,73.91,,1700,6.5,1000,5,4.5,6,6,5.5,4.5,5,5,5,3.5,4,5.5,6.5,4.5,5,4.5,4,5.5,0,6,0,0,0,0,0,0,0,0,0,0,0,5.5,5,6.5,4.5,0,0,0,3,,null,null,1,2,10,7,8,0.75,683,11,14,52.17,10,null,null,38,23,28,25,11,13,158,11,11,5,null,-1,null,-4,null,13,169.32,-175.18,-22.3,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Sissoko Moussa,MD,4,-2,,4,1.5,0.3,4,4,4,4,10,10,7,7,4.9,0,5.15,471.6,5,0,27,0.42,0,0.68,0,0,1,0.2,0,0.59,99,0,1411,19.8,0,52.26,,1411,7,1000,0,4.5,5.5,5,4.5,0,0,0,5,0,0,5,4.5,4.5,5,0,5,6,5,5.5,5.5,5,7,5.5,5,4.5,4.5,0,4,5.5,6.5,6,5,5.5,4.5,0,0,0,null,,null,null,null,null,1,0,null,0.6381,71,null,null,16.67,3,null,null,4,3,2,2,5,3,13,1,1,2,null,null,null,-3,null,2,36,-31.1,-3.72,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Santiago Eneme Santiago,MO,1,0,,1,0.6,0.6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Achi Mohamed,MD,1,0,,1,0.3,0.3,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,🏠Hors groupe
Diack Lamine,MD,3,-2,,,,,5,5,12,14,11,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Mostafa Mohamed,A,15,-2,,34,96.4,73.27,31,40,32,40,39,50,30,36,5.22,4,05.03,519.78,9,2,31,1.48,0,01.08,5,0,9,0.78,0.5,0.58,639,96,1824,71,48,58.84,128,203,5,3,4,4,0,0,3,7,5,7,7,5,5,0,4,3.5,0,4.5,4.5,5,7,6.5,4.5,5.5,6,5,4.5,4,5,5,4,4.5,6,4,5,5,6,0,0,0,0.5,2,1,1,null,null,18,12,8,0.5919,226,2,4,48.91,13,null,null,6,8,3,2,4,10,83,5,5,9,null,-3,null,-7,null,28,132.28,-64.32,15.89,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,Sursis (6sem.)
Abline Matthis,A,8,3,,9,42.34,16.22,8,10,8,10,10,16,8,10,5.2,4.75,4.72,506.6,5,4,25,1.15,0.65,0.76,1,0,3,0.8,0.75,0.48,285,225,1086,57,56.25,43.44,285,362,5,8,4.5,4,5,5.5,0,7,0,0,0,0,0,4.5,4.5,0,4.5,4.5,4.5,4,4.5,5,4.5,3.5,0,6,4.5,5,5,4.5,6,4.5,4.5,3.5,0,4.5,0,0,0,0,1,,null,null,null,2,9,8,3,0.8064,110,null,null,45.16,3,null,null,1,4,3,2,null,3,35,8,8,5,null,1,null,null,null,18,88.96,-31.68,5.78,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Marquinhos,A,8,-2,,13,16.82,0.6,12,14,10,10,10,10,15,15,5.2,0,5.2,488.2,5,0,5,0.76,0,0.76,0,0,0,0.2,0,0.2,89,0,89,17.8,0,17.8,,,null,1000,0,0,0,0,0,6,6,4.5,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,1,4,4,null,0.6902,72,3,2,41.67,4,null,null,6,4,1,1,null,3,17,3,3,5,null,null,null,null,null,1,66.7,-21.3,-1,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Appuah Stredair,A,1,-1,,1,2.1,0.6,1,1,1,1,1,1,10,10,4.5,0,4.67,427,1,0,6,0,0,0.26,0,0,0,0,0,0,25,0,87,25,0,14.5,,,null,1000,0,0,0,0,0,0,0,0,0,4.5,0,4.5,5,5,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,2,null,0.8333,14,null,null,50,1,null,null,null,null,1,1,null,2,1,null,null,null,null,-1,null,-2,1,null,35.4,-36.4,-0.1,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,🏠Hors groupe
Ganago Ignatius,A,7,-2,,12,12.61,0.9,12,14,17,20,9,9,12,14,4.38,4.5,4.87,462.5,4,1,23,0.25,0,0.81,0,0,2,0.25,0,0.52,87,13,1128,21.75,13,49.04,,564,6,1000,4.5,0,0,0,0,0,4.5,4.5,4,0,0,6,4,0,0,5,4.5,5,5,4,5,0,4.5,6.5,4.5,0,6,5.5,4.5,4.5,0,4.5,7,4,4.5,0,0,0,null,,null,null,null,null,1,0,null,0.5458,33,null,null,56.25,2,null,null,2,1,null,null,1,1,14,null,null,2,null,null,null,null,null,2,16.25,-12.1,-0.72,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,
Affamah Joe-Loic,A,1,0,,,,,1,1,2,2,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Nantes,FC Metz,dim. 12/11 15:00,41.66666666666667,0.38366,0.3852,0.39179,🏠Hors groupe
Desmas Arthur,G,15,2,,18,78.68,55.56,17,21,18,21,18,22,15,17,5.91,5.91,5.66,550.82,11,11,28,1,1,01.02,0,0,0,1,1,1,990,990,2520,90,90,90,,,null,1000,6,6,7.5,4,5.5,6,7.5,6,6,5.5,5,6,5,3,4.5,6,0,0,0,0,0,3.5,5.5,5,5.5,6,6,6,6,0,0,6.5,7,6,6,0,0,0,4,,null,null,null,null,0,0,null,,null,null,null,,null,32,14,null,null,null,null,null,13,null,null,null,null,21,null,null,-1,null,null,148.82,-55.45,6.58,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Gorgelin Mathieu,G,7,0,,7,19.22,15.02,7,8,7,8,7,8,8,8,0,0,5.64,0,0,0,7,0,0,0.56,0,0,0,0,0,1,0,0,630,0,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,6,6,6,6,0,0,0,0,0,0,0,0,5.5,4.5,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Koné Mohamed,G,3,0,,3,4.8,3.3,3,4,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Lloris Gautier,DC,12,0,,14,72.67,35.14,13,15,13,15,14,15,12,15,05.09,05.09,5.46,530.36,11,11,26,0.77,0.77,0.75,1,1,2,1,1,1,990,990,2340,90,90,90,990,1170,5.5,12,4.5,6,5.5,3.5,4.5,5.5,5,6,5.5,4.5,5.5,5.5,5.5,5,5,6,7.5,5.5,6,5.5,0,0,0,0,0,0,0,0,0,6,5,6,5.5,6,6,0,0,0,2.5,,null,null,null,null,5,3,1,0.8823,720,15,8,46.59,20,null,null,40,21,null,null,48,13,72,1,1,2,null,null,null,-1,null,1,162.09,-156.82,-14.99,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Négo Loïc,DL,9,2,,10,27.03,17.72,9,11,9,11,20,20,9,9,5.38,5.3,5.38,521.88,8,5,8,0.92,0.97,0.92,0,0,0,0.75,0.6,0.75,541,310,541,67.63,62,67.63,,,null,1000,4.5,5,7,5,5,0,0,6.5,5.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,2,2,8,2,3,0.8192,317,7,10,45.45,9,null,null,16,16,18,13,5,7,64,8,8,3,null,null,null,-1,2,5,143.75,-105.87,-8.51,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Youté Étienne,DC,3,0,,,,,3,3,7,7,,,3,3,5.25,6,5.14,572,2,1,7,01.06,0,0.48,0,0,0,1,1,0.57,180,90,389,90,90,55.57,,,null,1000,6,0,0,0,4.5,0,0,0,0,0,0,5,5.5,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.9415,124,7,null,57.14,1,null,null,1,1,null,null,16,3,6,1,1,null,null,null,null,-1,null,null,113.25,-104,-8.5,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Salmier Yoann,DC,9,-1,,11,36.34,10.21,10,11,10,11,10,12,12,13,05.05,5,4.77,526.5,10,3,30,0.96,0.5,0.99,0,0,0,1,1,0.97,899,270,2566,89.9,90,85.53,,,null,1000,4.5,5,5.5,0,3,5,6,6.5,4.5,5,5.5,5.5,0,4.5,0,0,0,5,4.5,4,4.5,6.5,4,5,4.5,5.5,3,4,3,5,3,4,6,6,5,0,0,0,2.5,,null,null,1,2,5,3,3,0.793,541,15,7,53.33,15,null,null,29,16,8,7,33,10,90,3,3,4,null,1,null,2,1,6,144.3,-147.15,-14.65,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
El Hajjam Oualid,DL,9,-1,,,15.02,,11,12,13,14,10,10,12,12,4.9,5,5.2,504,5,1,27,0.89,0,0.87,0,0,1,0.2,0,0.85,103,2,1961,20.6,2,72.63,,1961,6.5,1000,5,0,0,3.5,0,5,0,6,5,0,0,5,5,4,4.5,6,5.5,4.5,7,5,7,4.5,5,5,0,5,5,5,6.5,4,0,5,5,6,6.5,0,0,0,null,,null,null,null,null,1,0,null,0.4958,91,2,2,38.46,5,null,null,6,4,4,3,4,3,15,2,2,null,null,2,null,2,null,2,54.5,-78.1,-8.44,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Operi Christopher,DL,9,-1,,13,21.62,2.4,12,13,11,12,12,12,13,17,4.81,0,5.21,525.88,8,0,31,0.88,0,0.81,0,0,0,1,0,1,653,0,2723,81.63,0,87.84,,,null,1000,0,0,5,4,3.5,5,5,6.5,5,4.5,0,7,5,5,5,5.5,6,5,0,6,5.5,5,5,4.5,4.5,5,4.5,4.5,4.5,5,5.5,5.5,6.5,7,6,0,0,0,1.5,,null,null,2,1,3,3,5,0.7082,485,10,10,58.82,null,null,null,20,10,24,18,6,10,110,6,6,4,null,-1,null,-2,null,8,154.25,-177.75,-21.3,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,† Ischios (3sem.)
Sangante Arouna,DC,8,-1,,10,6.91,2.1,9,11,10,11,10,10,12,14,4.78,0,5.3,535.67,9,0,30,0.91,0,0.88,0,0,2,1,0,1,810,0,2675,90,0,89.17,,1338,6,1000,0,6,4.5,3,0,5,5,5.5,5.5,4.5,4,5.5,0,4.5,4,5.5,6,6,5,5.5,0,4,5,6,5.5,6,7,5.5,5.5,0,6,6,5.5,5,7,0,0,0,2.5,,null,null,null,null,3,1,1,0.842,544,21,7,50.77,15,null,null,35,14,null,null,36,10,70,3,3,3,null,null,null,null,null,5,145.28,-156.22,-14.44,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Gomis Yoni,DC,1,0,,1,0.3,0.3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,🏠Hors groupe
Doumbia Cheick,DC,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,🏠Hors groupe (4sem.)
Kuzyaev Daler,MD,11,-1,,16,73.87,34.23,15,18,14,16,18,22,20,21,5.41,5.41,5.41,502.27,11,11,11,0.8,0.8,0.8,2,2,2,0.91,0.91,0.91,905,905,905,82.27,82.27,82.27,453,453,6.5,5.5,5.5,5.5,5.5,5,4,5.5,5,7,5,6.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,null,10,4,2,0.8111,523,5,9,50.59,6,null,null,27,22,9,7,5,11,109,10,10,9,null,null,null,-1,null,13,139.09,-86.87,-7.86,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Mbemba Nolan,MD,8,2,,,0.3,,8,8,8,8,8,8,8,8,5,0,5.1,485.2,5,0,25,0.87,0,0.5,1,0,1,0,0,0.36,12,0,938,2.4,0,37.52,12,938,6.5,8,0,0,4.5,5,0,4.5,0,6.5,4.5,0,0,0,5,5,5,0,0,5,6,5.5,0,5.5,5,5,5,5.5,4,5,5,5,5.5,5,5.5,5,5,0,0,0,null,,null,1,null,null,2,1,null,0.4583,24,null,null,,null,null,null,1,null,1,1,null,null,6,null,null,null,null,1,null,1,null,1,33.7,-10,-1.82,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Grandsir Samuel,MO,8,-1,,9,1.2,0.3,9,9,9,12,9,9,9,9,4.67,4.4,4.85,455.89,9,5,23,1,0.42,0.87,1,0,3,0.22,0.2,0.57,291,132,1208,32.33,26.4,52.52,291,403,6,8,5,4,4.5,4,4.5,0,4.5,0,3.5,5,7,4.5,6,0,0,5,5.5,5,5,4.5,7,0,4.5,4,4.5,4,5,5,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,9,5,2,0.8407,181,2,3,27.91,9,null,null,2,8,11,10,1,5,41,7,7,7,null,-2,null,-5,1,4,56.79,-50.97,-0.64,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Targhalline Oussama,MD,3,-3,,3,3.3,0.9,3,4,3,3,9,9,11,14,6,0,5.42,519,1,0,13,0,0,0.73,0,0,1,1,0,0.62,90,0,774,90,0,59.54,,774,7.5,1000,0,0,0,0,0,0,0,0,0,0,6,5.5,5,5,5.5,6,7.5,0,0,5,5,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,null,0.8519,68,2,2,57.14,1,null,null,6,8,1,1,1,2,8,2,2,null,null,null,null,null,null,null,249.5,-105,3.8,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,† Hanche (3sem.)
Kechta Yassine,MD,10,1,,11,1.2,0.3,11,11,11,11,10,10,10,10,5.15,5,5.18,489.2,10,2,25,0.58,0.71,0.64,0,0,0,0.5,0,0.76,458,35,1504,45.8,17.5,60.16,,,null,1000,5.5,4.5,0,5,5,5,5,6.5,5.5,5,4.5,0,0,0,0,0,0,0,0,0,5,4.5,4,5.5,5,5.5,4,5,6,4.5,6,5.5,6,5.5,6,0,0,0,1,,null,null,1,null,5,2,1,0.8331,305,10,7,39.71,7,null,null,14,16,3,3,null,5,53,7,7,5,null,null,null,-1,null,5,93.3,-66.85,-5.92,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Touré Abdoulaye,MD,10,1,,14,4.8,1.5,10,13,19,24,11,12,10,10,05.05,05.05,05.05,484.18,11,11,11,0.72,0.72,0.72,0,0,0,0.91,0.91,0.91,872,872,872,79.27,79.27,79.27,,,null,1000,4,4.5,6,5.5,4,5,5.5,6,5.5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,null,10,6,1,0.8794,613,11,11,48.31,8,null,null,30,37,2,2,6,11,97,3,3,16,null,null,null,-1,1,13,153.23,-127.18,-11,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Joujou Antoine,MO,6,-3,,,,,11,12,11,11,12,14,10,10,5,5,5,497.6,5,2,22,0.61,0,0.65,0,0,1,0,0,0.18,133,54,644,26.6,27,29.27,,644,6.5,1000,5,5,0,0,0,0,0,6,0,4.5,4.5,5,0,0,0,5,4.5,5.5,5.5,5,5.5,4.5,5,6.5,5,5,5,4,4,4,6,0,0,0,0,0,0,0,null,,null,null,2,null,4,3,2,0.7842,92,null,2,35.29,3,null,null,3,6,4,3,1,null,28,6,6,10,null,1,null,3,null,2,57.24,-24.48,-0.82,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Ndiaye Rassoul,MD,10,0,,10,7.51,0.3,10,10,10,10,10,10,11,11,4.67,4.5,4.98,471.44,9,1,28,0.79,0,0.87,0,0,1,0.44,0,0.82,323,13,1814,35.89,13,64.79,,1814,7,1000,4.5,0,0,3,4.5,4.5,5,5,5,6,4.5,4,0,5,5,4.5,4.5,0,4,7,6,5,5,0,0,0,5,6,7,5.5,5,4.5,4,5,5.5,0,0,0,null,,null,null,null,null,3,1,1,0.5943,210,2,12,57.41,7,null,null,9,13,3,3,5,8,39,null,null,5,null,null,null,-1,null,4,65.89,-71.94,-3.44,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,
Confais Aloïs,MD,1,-2,,,,,3,3,3,3,6,6,3,3,0,0,5,0,0,0,6,0,0,0.45,0,0,0,0,0,0.17,0,0,120,0,0,20,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5,0,5.5,0,0,0,0,0,4.5,5,0,0,0,0,4.5,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,🏠Hors groupe (3sem.)
Bodmer Mathéo,MD,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Havre AC,AS Monaco,sam. 11/11 21:00,23.809523809523807,0.31551,0.33846,0.33541,🏠Hors groupe (3sem.)
