Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Carnesecchi Marco,G,7,0,,13,38.16,25,14,18,17,18,7,10,16,20,6,7,5.47,545.33,3,1,29,1,0,1.46,0,0,0,1,1,1,270,90,2610,90,90,90,,,null,1000,7,0,0,6,0,5,0,0,0,0,0,2,5,8,6,6,4,6.5,6,3.5,7,4,5,6,6,5.5,4,7,7,4,4.5,7,4,7,3,7,5.5,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,6,5,null,null,null,null,null,3,null,null,null,null,5,1,null,2,null,null,145,-43.33,-1.2,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Musso Juan,G,14,1,,15,81.08,68.92,15,18,14,14,17,20,15,20,5.75,0,5.43,357,6,0,23,1.21,0,1.12,0,0,0,1,0,1,540,0,2070,90,0,90,,,null,1000,0,4,6.5,0,6,0,6.5,4.5,7,0,0,0,0,0,5,0,0,0,4.5,6,5,5,5.5,3.5,4,7,7,7,6,4.5,5,0,4,0,5,6.5,0,0,4,,null,null,null,null,0,0,null,,null,null,null,,null,8,5,null,null,null,null,null,5,null,null,null,null,9,1,null,5,null,null,113,-35,-4.13,5.75,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Rossi Francesco,G,3,0,,3,2.7,2.7,3,3,3,3,3,3,3,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,null,1000,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Kolasinac Sead,DL,13,2,,13,89.47,67.11,13,14,13,13,13,14,13,16,5,5,5.31,409.44,9,9,34,0.79,0.79,01.02,1,1,5,0.78,0.78,0.82,655,655,2482,72.78,72.78,73,655,496,4.5,13,5,4.5,5,5,6,3.5,6,4.5,5.5,4,5,4,5,3.5,5.5,4.5,6.5,6,5.5,0,5.5,7.5,3,5,6,5,5.5,5.5,7,6,6,7,6.5,5,5.5,0,0,0,4,,null,null,null,null,3,2,null,0.8552,461,4,7,54.39,7,null,null,31,23,2,2,7,8,73,2,2,3,null,2,null,7,null,7,127,-124.72,-14.64,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Djimsiti Berat,DC,11,2,,11,58.11,28.38,11,11,11,11,11,11,11,11,5.44,5.6,5.1,404.88,8,5,29,0.94,0.96,0.87,0,0,0,1,1,0.9,705,450,2287,88.13,90,78.86,,,null,1000,6.5,4,5.5,6,6,0,6,4,5.5,5,3.5,5,5.5,4,6,5,6,5,4,0,0,5.5,5,4,3.5,6,5.5,6,5,0,5.5,0,0,4,0,5.5,0,0,5.5,,null,null,null,null,2,0,1,0.8865,483,13,5,59.7,9,null,null,27,17,1,1,16,5,48,2,2,null,null,3,null,8,null,2,156.06,-110.25,-8.12,5.50,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Ruggeri Matteo,DL,10,2,,10,82.43,68.92,10,11,10,11,11,12,10,12,5.39,5.39,5.19,411.44,9,9,21,1.11,1.11,01.01,0,0,0,1,1,0.81,752,752,1553,83.56,83.56,73.95,,,null,1000,6,5,5.5,5.5,5.5,4,6.5,3.5,7,0,0,0,0,0,0,0,0,0,0,6,7,3.5,4,5,0,0,5,5,5,4.5,6,5,0,4.5,0,0,0,0,5.5,,null,null,3,4,2,1,5,0.8379,520,6,3,42,9,null,null,22,19,30,23,7,7,70,9,9,1,null,2,null,7,null,8,176,-135.11,-13.33,7.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Scalvini Giorgio,DC,11,-1,,14,86.84,67.11,13,16,11,11,14,18,14,16,5.28,5.28,4.91,425,9,9,33,0.94,0.94,0.86,0,0,1,0.89,0.89,0.97,707,707,2595,78.56,78.56,78.64,,2595,6,1000,5.5,4,5.5,5,5.5,5,7,4,6,5,4.5,4.5,3.5,4,5,6,6,4.5,4,5.5,5.5,4,0,3.5,0,4,4.5,6,5,6,5,4,5,0,4,5.5,0,0,4.5,,null,null,null,null,5,3,1,0.8096,574,18,11,65.52,9,null,null,37,23,1,1,19,8,79,1,1,2,null,2,null,7,1,5,172.72,-140.78,-12,5.50,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Zappacosta Davide,DL,10,-1,,15,73.97,47.95,14,16,14,16,14,16,14,17,5,4.67,5.15,385.88,8,3,27,0.93,01.04,01.09,0,0,4,1,1,0.89,584,252,1970,73,84,72.96,,493,5.5,1000,5.5,3.5,5,0,6,4.5,6,4,5.5,4.5,4,7,5,3.5,5.5,7.5,6,4.5,4.5,5,6,5,0,4,4.5,7.5,0,0,0,4,5.5,5.5,0,0,0,0,0,0,4.5,,null,null,null,1,15,9,5,0.8826,398,null,4,41.3,4,null,null,14,12,15,12,3,6,55,3,3,6,null,1,null,6,4,11,139.69,-141.12,-14.09,6.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Bakker Mitchel,DL,13,1,,15,46.05,15.79,15,17,14,16,17,19,13,13,5,0,5,374.25,4,0,4,0,0,0,0,0,0,0,0,0,36,0,36,9,0,9,,,null,1000,0,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,2,0.7771,55,null,null,85.71,null,null,null,3,1,4,4,1,1,13,2,2,null,null,-1,null,1,null,4,38.63,-30.75,-2.48,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Hateboer Hans,DL,3,2,,3,17.57,13.51,3,3,3,3,3,3,3,3,5,5,5.15,487.5,2,1,10,0,0,0.88,0,0,1,0,0,0.8,46,1,666,23,1,66.6,,666,6,1000,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,4.5,6.5,4.5,0,5,0,4,0,4.5,6,0,0,null,,null,null,null,null,1,1,null,0.8572,16,null,null,,1,null,null,1,null,1,1,3,null,4,null,null,null,null,2,null,3,null,null,36.25,-27.25,-2.7,6.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Palomino José,DC,6,1,,6,04.05,04.05,6,6,6,6,6,6,6,6,5,0,05.06,516.5,2,0,17,0,0,0.5,0,0,1,0,0,0.47,2,0,756,1,0,44.47,,756,5,1000,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,4.5,5,5,4,6,5,0,0,5,5.5,5.5,0,0,5,4.5,6,5,5,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.625,14,null,null,100,null,null,null,2,null,null,null,null,null,3,null,null,null,null,2,null,4,null,null,21,-9,0.55,5.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Tolói Rafael,DC,11,1,,15,32.89,19.74,14,16,16,18,14,14,13,14,4.8,5.5,05.05,512.2,5,1,29,01.04,0,01.01,0,0,1,0.8,1,0.97,358,90,2472,71.6,90,85.24,,2472,7,1000,5.5,0,5,5.5,5,3,0,0,0,4.5,4,6,4,4.5,5,5,7,3.5,0,5.5,5,4,5.5,4,4,6,6,7,5,4.5,5.5,5.5,0,0,4.5,7,0,0,2.5,,null,null,null,null,0,0,null,0.8413,260,4,2,44.83,8,null,null,19,10,4,4,12,3,45,null,null,1,null,2,null,4,null,3,110.7,-126,-12.44,6.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Holm Emil,DL,8,1,,8,5.41,2.7,8,8,,,8,8,,,4.8,0,4.47,500.2,5,0,15,0.57,0,0.74,0,0,0,0.2,0,0.67,99,0,800,19.8,0,53.33,,,null,1000,0,5,5,4,4.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,5.5,3,3.5,5,5,4,4,0,0,null,,null,null,null,null,2,2,2,0.5633,86,2,3,45.71,2,null,null,1,4,3,3,2,1,30,null,null,6,null,2,null,5,null,6,59.7,-90.3,-11,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Éderson,MO,17,2,,20,62.16,33.78,20,25,20,20,20,26,20,20,6,6,5.5,436.67,9,9,35,0.97,0.97,0.98,3,3,4,0.89,0.89,0.83,735,735,2550,81.67,81.67,72.86,245,638,6,5.67,7,6,5.5,6,5,5.5,8,6,5,5,4.5,5.5,4.5,4.5,5,5.5,5.5,6,4.5,7.5,6,4.5,6,5,4,7,5,0,4,7,5.5,4,6,5.5,5,6,0,0,3.5,,null,null,1,2,13,6,1,0.814,583,14,14,59.3,12,null,null,26,31,6,3,8,8,98,7,7,13,null,2,null,7,null,7,248.61,-121.83,-8.02,6.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Koopmeiners Teun,MD,20,0,,31,97.37,68.42,31,36,35,39,30,32,33,38,5.88,0,5.65,411.5,8,0,30,0.92,0,1.15,2,0,8,0.88,0,0.93,656,0,2527,82,0,84.23,328,316,6,10,0,5.5,4.5,7,5,6,6.5,5.5,7,9,5,5,4,5.5,6,6,6.5,5.5,0,0,0,0,4.5,4.5,3.5,6.5,5.5,6,0,7,6,7,5,4,4.5,6,0,0,4.5,,null,1,2,2,16,9,3,0.7753,457,1,5,39.06,14,null,null,12,23,20,12,7,5,102,19,19,4,null,1,null,5,2,12,199.93,-91.25,-7.15,6.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Zortea Nadir,MD,3,-3,,6,31.08,13.51,6,8,3,6,6,6,8,8,5.5,0,5,160.33,3,0,16,1.32,0,0.95,1,0,2,0,0,0.5,94,0,862,31.33,0,53.88,94,431,6.5,3,0,0,0,0,0,4.5,0,5,7,0,5,5,5,0,4,0,0,4.5,0,0,0,0,4.5,6,4,4.5,6,0,0,6.5,0,0,0,3.5,0,5,0,0,null,,null,1,null,null,2,2,4,0.7732,72,1,2,43.75,3,null,null,3,null,6,3,2,1,12,2,2,2,null,-1,null,null,null,null,132.17,-82.17,-8.83,5.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Pasalic Mario,MO,15,1,,24,80.14,45.89,22,28,21,25,23,32,24,32,5.14,05.08,5.21,446.29,7,6,29,0.8,0.86,0.77,1,1,5,0.43,0.33,0.69,236,191,1454,33.71,31.83,50.14,236,291,6,15,5.5,4.5,5,4,6.5,5,0,0,5.5,5,6,7,5,4.5,5,5,7,0,5,5,4.5,5,5,0,0,0,5,5,5,0,5,6,4.5,4,5,6.5,0,0,1,,null,null,1,null,3,2,null,0.625,115,null,null,48.28,1,null,null,7,5,1,1,6,3,42,3,3,5,null,2,null,5,1,10,69.71,-34.46,-0.06,5.50,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
De Ketelaere Charles,MO,12,-1,,21,86.49,63.51,18,26,16,18,23,29,20,31,5,5,4.9,405.67,9,9,31,0.83,0.83,0.51,1,1,1,0.67,0.67,0.32,540,540,1143,60,60,36.87,540,1143,6,12,4.5,4,5,4.5,6,4,6,5,6,5,0,5,4.5,0,5,4.5,5,5,5,5,5,5,5.5,5,5,5,0,4,5,0,4.5,4.5,0,4.5,5,5,0,0,2.5,,null,null,2,2,12,6,9,0.7457,331,1,5,48.35,8,null,null,4,10,7,6,2,4,91,11,11,12,null,2,null,7,2,12,110.36,-65.71,-1.24,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
de Roon Marten,MD,18,2,,23,68.49,22.6,21,25,20,21,21,22,25,30,5.94,5.94,5.44,413.78,9,9,33,0.77,0.77,0.82,0,0,3,1,1,0.97,810,810,2799,90,90,84.82,,933,6,1000,6,5,6.5,7,6,6.5,6,4.5,6,4.5,5,5.5,4,4.5,6,5.5,5,5.5,4.5,7,6,5.5,5,5,0,7,5.5,5.5,6,4.5,5,5,0,4.5,4.5,0,0,0,5.5,,null,null,3,1,4,2,3,0.8491,638,13,13,56.47,10,null,null,17,39,6,6,13,8,84,8,8,2,null,2,null,7,null,5,220.06,-112.22,-10.52,6.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Miranchuk Aleksey,MO,6,1,,,04.05,,9,9,16,18,9,9,10,11,5,5,5.46,492,3,1,27,0,0,0.93,0,0,3,0,0,0.7,72,45,1832,24,45,67.85,,611,6,1000,5,0,0,5,0,5,0,0,0,4,6.5,5,0,6,4.5,5,0,6.5,4.5,5,0,6,5,4.5,7,4.5,7,6,7,4,5.5,6,5,5.5,5.5,7,0,0,null,,null,null,null,null,0,0,null,0.6988,56,null,2,53.85,1,null,null,null,5,null,null,null,null,18,2,2,1,null,1,null,2,null,3,42.67,-28,-3.33,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Adopo Michel,MD,5,2,,5,10.81,5.41,5,5,5,5,5,5,5,5,4.5,0,4.9,328.33,3,0,10,0.87,0,0.52,0,0,0,0,0,0.2,29,0,202,9.67,0,20.2,,,null,1000,0,0,0,0,5,3.5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5.5,5,0,5,0,0,0,5,0,0,5,0,0,null,,null,null,1,null,0,0,1,0.8718,33,null,null,33.33,null,null,null,2,3,null,null,null,1,9,1,1,2,null,1,1,3,null,2,32.17,-56,-2.23,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Lookman Ademola,A,23,-1,,42,96.05,39.47,40,49,31,36,44,58,45,54,5.11,5.11,5.43,408.78,9,9,29,0.99,0.99,1.23,3,3,12,0.78,0.78,0.69,460,460,1613,51.11,51.11,55.62,153,134,5.5,7.67,6,4.5,4.5,4.5,7,6,5,4,4.5,6,4.5,5,0,0,0,0,0,0,5,6,5,4.5,5.5,4,4,7,4.5,7,8,8,0,4,5.5,4.5,6,7.5,0,0,3.5,,null,null,null,null,16,12,7,0.7987,261,1,1,23.53,10,null,null,5,10,9,7,null,5,72,8,8,8,null,2,null,7,2,13,96.18,-48.03,6.86,6.25,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Scamacca Gianluca,A,13,-3,,33,86.84,59.21,31,41,21,28,35,49,30,41,5,4.5,4.85,356.67,6,2,13,1.61,1.41,1.21,2,0,3,0.5,1,0.69,301,139,739,50.17,69.5,56.85,151,246,6.5,6.5,5.5,3.5,0,0,0,4,8,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6.5,4.5,0,4.5,4,4,5,0,0,0,2,,null,1,null,1,15,8,2,0.6503,156,1,2,44.9,6,null,null,null,2,1,1,1,3,57,2,2,11,null,null,null,4,1,13,103.38,-45.48,8.35,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Muriel Luis,A,7,-1,,8,22.97,1.35,8,8,8,8,21,21,8,8,5,4.83,4.81,409.17,6,3,26,0.55,0.29,0.78,0,0,2,0,0,0.15,110,56,653,18.33,18.67,25.12,,327,6,1000,4.5,5,5,0,6,0,5,4.5,0,6,5,5,4.5,5,6.5,4.5,4.5,4.5,5,5,5,4.5,4.5,5,5,0,2,4.5,4.5,0,0,4.5,0,0,0,0,0,0,null,,null,null,1,1,5,5,2,0.8578,106,1,null,36.84,4,null,null,null,3,3,1,null,1,27,8,8,5,null,1,null,5,null,5,46.55,-14.92,-0.18,5.00,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Touré El Bilal,A,8,-3,,18,51.32,15.79,16,24,14,14,21,22,21,25,0,0,5.1,0,0,0,15,0,0,0.91,0,0,4,0,0,0.67,0,0,849,0,0,56.6,,212,6,1000,0,0,0,0,0,0,0,0,0,6.5,4,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,6.5,6.5,5,4.5,4,5.5,6,4,5,5,0,5,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Vorlicky Lukas,A,1,0,,1,1.35,1.35,1,1,,,,,1,1,0,0,4.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7.33,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Atalanta,Empoli,lun. 30/10 18:30,61.72839506172839,0.56669,0.58799,0.56656
Skorupski Lukasz,G,17,3,,20,50,18.42,18,21,17,18,17,18,22,28,5.67,5.67,5.63,424.11,9,9,35,0.83,0.83,1.18,0,0,0,1,1,1,810,810,3150,90,90,90,,,null,1000,6,5.5,6.5,6.5,6.5,6,4.5,5,4.5,6,5,5,6,5,3.5,7.5,4,6,8,0,5,6,5.5,7,7.5,5.5,6.5,7,4.5,6,4,6,6.5,2.5,5,5.5,0,0,4,,null,null,null,null,0,0,null,,null,null,null,,null,16,8,null,null,null,null,null,6,null,null,null,null,12,2,null,3,null,null,103.22,-31.67,7.26,5.75,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Ravaglia Federico,G,7,0,,8,9.46,04.05,8,8,8,8,7,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
De Silvestri Lorenzo,DL,9,4,,9,5.41,5.41,9,9,9,9,9,9,9,9,5.36,5.36,5.27,508,7,7,13,0.75,0.75,0.7,1,1,2,0.57,0.57,0.38,395,395,545,56.43,56.43,41.92,395,273,6.5,9,7,5,5,5,5,5.5,5,0,0,5,6.5,4.5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,1,null,null,2,1,3,0.8507,302,5,1,58.82,2,null,null,7,3,5,4,11,2,35,null,null,1,null,3,null,5,null,1,86.64,-50.93,-6.57,0,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Lucumí Jhon,DC,9,-2,,13,51.35,20.27,11,13,11,11,11,11,13,15,5.5,0,5.18,335.4,5,0,30,0.71,0,0.81,0,0,0,1,0,1,426,0,2631,85.2,0,87.7,,,null,1000,0,0,0,0,6,6,6,5,4.5,4,5,5.5,0,4.5,4,3.5,5.5,5.5,6,5.5,5,5,5,5.5,5,0,6,6,5.5,5,4.5,5,7.5,4,4.5,5.5,0,0,1,,null,null,null,null,3,2,1,0.9194,385,1,8,76.47,null,null,null,22,10,null,null,15,4,30,2,2,2,null,null,null,-1,null,2,154.8,-96,-3.18,6.00,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Kristiansen Victor,DL,10,-1,,14,43.24,36.49,13,15,11,11,13,15,14,16,5.33,5.5,4.71,528.33,6,1,17,0.68,0,01.03,0,0,0,0.67,0,0.82,397,16,1201,66.17,16,70.65,,,null,1000,5.5,0,5.5,4.5,5,5,6.5,0,0,0,0,0,2.5,5,3.5,6,4.5,4.5,4,0,0,0,4.5,3,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,1,2,3,2,1,0.7727,287,2,4,56,5,null,null,11,2,9,5,7,1,51,8,8,null,null,3,null,5,null,4,116.25,-78.75,-8.65,0,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Beukema Sam,DC,12,0,,15,52.63,13.16,14,17,19,19,14,15,12,18,5.17,5.17,5.17,412.22,9,9,9,0.61,0.61,0.61,0,0,0,1,1,1,810,810,810,90,90,90,,,null,1000,4.5,4.5,6,6,5,5,5.5,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,null,3,1,null,0.8983,682,7,7,63.46,9,null,null,40,16,null,null,33,6,58,1,1,1,null,2,null,3,1,1,125.53,-98.72,-4.52,0,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Calafiori Riccardo,DL,9,2,,9,2.7,2.7,9,9,,,,,9,9,5,5,5,497.5,6,6,6,0.55,0.55,0.55,0,0,0,0.67,0.67,0.67,394,394,394,65.67,65.67,65.67,,,null,1000,5.5,5,5,5.5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,null,null,null,1,0,0,null,0.9198,262,8,4,54.29,5,null,null,18,10,2,null,13,2,30,1,1,2,null,2,null,4,null,7,110.05,-100.83,-5.95,0,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Lykogiannis Charalampos,DL,11,2,,11,18.92,5.41,11,11,,,12,12,11,11,4.92,5,5.11,337.5,6,4,19,0.58,0.41,0.49,0,0,2,0.83,0.75,0.63,374,226,1117,62.33,56.5,58.79,,559,4.5,1000,4.5,5,5.5,5,0,0,0,5.5,4,0,0,0,5,0,5,0,0,5.5,0,0,5,0,0,0,0,5,0,0,6,5.5,5,5,6,4.5,5,5,0,0,2,,null,null,null,null,3,1,3,0.8196,245,4,2,41.67,1,null,null,4,7,19,16,16,4,47,3,3,3,null,1,null,2,null,1,106.58,-120.33,-12.33,6.00,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Corazza Tommaso,DL,8,3,,8,1.35,1.35,8,8,,,,,8,8,4.92,5,4.92,330.5,6,4,6,0.2,0,0.2,0,0,0,0.17,0.25,0.17,144,112,144,24,28,24,,,null,1000,5,5,5,5,0,0,0,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,1,0,null,0.8407,126,4,3,52.63,1,null,null,3,4,4,3,2,1,18,null,null,1,null,1,null,2,null,1,46.25,-51.17,-4.23,0,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Posch Stefan,DC,12,-3,,20,81.58,43.42,20,23,20,22,17,24,20,22,4.7,0,5.24,286.4,5,0,31,0.27,0,1.2,0,0,6,0.8,0,0.97,303,0,2498,60.6,0,80.58,,416,6,1000,0,0,0,0,5,4.5,5,4.5,4.5,5,4,7,0,4.5,3.5,4.5,4.5,6,6,8,4.5,4,5,5,5.5,5.5,6.5,6.5,5.5,6,3.5,5,6,3,7,7.5,0,0,null,,null,null,null,null,3,2,1,0.8911,288,3,7,50,7,null,null,6,3,8,7,7,4,35,1,1,2,null,null,null,-1,null,4,90.7,-136.9,-14.34,5.25,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Soumaoro Adama,DC,1,0,,1,11.64,7.53,1,1,1,1,2,2,1,1,0,0,5.41,0,0,0,17,0,0,0.85,0,0,0,0,0,1,0,0,1441,0,0,84.76,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5.5,6,6,5,5.5,0,0,0,0,0,6,5.5,5.5,4,5.5,6,3,6,6.5,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.00,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Bonifazi Kevin,DC,1,0,,1,2.7,2.7,1,1,1,2,1,1,1,1,0,0,4.83,0,0,0,6,0,0,0.88,0,0,0,0,0,0.83,0,0,486,0,0,81,,,null,1000,0,0,0,0,0,0,0,0,0,5,4.5,6,5.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.50,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Amey Wisdom,DC,1,0,,1,6.76,5.41,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
Orsolini Riccardo,MO,20,3,,27,76.71,54.11,24,31,24,26,22,27,31,35,5.28,5.28,5.56,420.22,9,9,33,1.54,1.54,1.33,4,4,15,0.56,0.56,0.67,473,473,2147,52.56,52.56,65.06,118,143,6,5,5.5,7,8.5,5,4,4.5,4,5,4,5.5,0,8,5.5,5,6,6,3.5,0,6,5,4.5,0,5,7,7,5.5,7.5,8,5.5,4,6.5,4.5,4,4,6,6.5,0,0,3,1,null,null,null,1,15,8,6,0.723,262,1,1,46.43,3,null,null,6,6,15,12,5,2,74,10,10,4,null,2,null,3,3,9,144.8,-62.86,3.63,4.50,Bologna,Sassuolo,sam. 28/10 15:00,38.75968992248062,0.55543,0.54192,0.53465
