Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Diakité Oumar,A,9,0,,15,76.82,48.79,14,18,12,17,14,19,14,19,05.06,5,05.06,497.38,8,3,8,0.62,0,0.62,1,0,1,0.63,0,0.63,417,45,417,52.13,15,52.13,417,417,6,9,5,5,5,0,4.5,6,6,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,1,null,null,7,5,5,0.7248,184,2,4,46.84,7,null,null,7,4,1,1,1,6,59,2,2,5,null,null,null,2,2,22,78.72,-48.37,2,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Diakhon Mamadou,A,4,2,,4,0.93,0.19,4,4,4,4,4,4,4,4,4.67,0,4.8,461,3,0,5,0.29,0,0.27,0,0,0,0,0,0,45,0,65,15,0,13,,,null,1000,0,5,0,0,4.5,0,0,4.5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,1,1,19,1,1,44.44,1,null,null,4,1,1,1,null,null,3,null,null,null,null,-1,null,-1,null,1,21.57,-8.33,-0.13,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Salama Amine,A,8,1,,9,1.12,0.19,9,9,9,9,8,8,8,8,4.38,0,4.32,452.25,4,0,19,0.25,0,0.53,0,0,0,0,0,0.53,85,0,1019,21.25,0,53.63,,,null,1000,0,4,0,4.5,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4.5,5,5,4.5,3.5,4,4.5,4.5,4,4,4,4,0,0,0,null,,null,null,null,null,1,1,null,0.4792,31,null,null,50,1,null,null,2,1,1,1,null,2,14,null,null,2,null,-2,null,-3,1,5,12.7,-16.75,-1.02,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Bojang Adama,A,1,-2,,3,4.67,1.12,3,3,3,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Reims,FC Lorient,sam. 28/10 17:00,60.97560975609756,0.48226,0.46387,0.47358,
Mandanda Steve,G,15,0,,19,74.39,51.78,17,22,17,21,18,23,15,21,5.33,5.33,5.41,538.67,9,9,33,0.66,0.66,01.01,0,0,0,1,1,1,810,810,2969,90,90,89.97,,,null,1000,5,4.5,5.5,6.5,5.5,6,4.5,5,5.5,0,6,5.5,5,4,4,5,6,0,6,8,5.5,6,8,6,4,4,5.5,4.5,6,5,5.5,3.5,6,5.5,6,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,18,7,null,null,null,null,null,12,null,null,null,null,13,null,null,3,null,null,99.56,-53.89,-9.77,5.50,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Gallon Gauthier,G,7,0,,7,25.05,14.21,7,7,7,7,7,7,7,8,0,0,5.2,0,0,0,20,0,0,1.33,0,0,0,0,0,1,0,0,1768,0,0,88.4,,,null,1000,0,0,0,0,0,0,0,0,0,7,0,4,4.5,7,8,7,4.5,4,5.5,4,4.5,5,6,6,4,4,3,6,0,0,0,0,0,4.5,5.5,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Lembet Geoffrey,G,3,0,,3,2.24,1.12,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Wooh Christopher,DC,7,-3,,12,46.54,12.34,11,14,12,14,11,12,13,18,5.5,5,5.31,556,2,1,13,0.71,0,0.72,1,0,1,0.5,0,0.85,135,45,961,67.5,45,73.92,135,961,6,7,5,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,4.5,5.5,5.5,0,0,0,0,0,0,4,6,5,4.5,0,5.5,6,6.5,0,0,0,null,,null,null,null,null,1,1,null,0.9041,135,4,1,66.67,1,null,null,2,7,null,null,2,2,14,null,null,null,null,-1,null,-1,null,3,148,-107.5,-13.8,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Assignon Lorenz,DL,11,2,,12,81.5,53.83,11,13,11,14,11,12,11,15,5.28,5.28,5.16,564.33,9,9,16,0.91,0.91,0.68,1,1,1,1,1,0.56,794,794,869,88.22,88.22,54.31,794,869,7,11,4,4.5,6,5,7,5,5,5,6,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,,null,null,1,1,9,6,4,0.8635,614,7,11,54.17,13,null,null,25,23,17,10,17,12,81,16,16,3,null,null,null,3,null,11,199.78,-177.06,-18.56,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,Sursis (4sem.)
Guela Doué Guela,DL,7,2,,7,2.24,1.5,7,7,7,7,7,7,7,7,5.25,0,5.17,533.25,4,0,6,0.5,0,0.41,0,0,0,0,0,0,18,0,28,4.5,0,4.67,,,null,1000,0,0,6,5,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,null,0.7813,31,null,null,66.67,null,null,null,3,1,1,null,2,null,4,1,1,null,null,2,null,6,null,null,41.88,-10.75,0.05,5.00,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Truffert Adrien,DL,10,1,,12,63.74,26.92,10,14,10,14,10,12,12,16,05.06,05.06,4.92,516.88,8,8,24,0.98,0.98,0.87,0,0,0,0.75,0.75,0.79,545,545,1570,68.13,68.13,65.42,,,null,1000,4,5,6.5,5.5,3.5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5.5,4.5,6,5,4,3.5,5.5,3.5,6.5,4.5,5,4,5,5,5,0,0,0,1,,null,null,1,1,6,2,6,0.8554,496,4,8,51.79,2,null,null,20,11,15,14,11,6,83,4,4,8,null,-1,null,-1,1,6,132.75,-136.75,-15.39,5.50,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Theate Arthur,DC,14,0,,19,92.15,47.29,19,22,18,21,19,22,20,23,5,0,5.19,525.75,8,0,31,0.85,0,1.18,0,0,3,1,0,1,720,0,2769,90,0,89.32,,923,4,1000,0,3.5,5.5,6,5,5.5,4,5,5.5,0,6,0,7.5,3.5,5.5,5.5,7.5,4,4.5,5.5,6,5.5,7,0,3,3,6.5,4.5,6,4,5.5,4,5,5.5,6,0,0,0,1,,null,null,null,null,5,1,null,0.9169,688,9,1,52.94,2,null,null,26,18,1,1,23,10,58,1,1,1,null,1,null,4,null,3,109.63,-114.25,-13.85,6.50,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Omari Warmed,DC,10,1,,11,49.53,19.07,10,12,10,11,10,12,10,12,4.81,4.75,05.02,515,8,6,24,0.96,01.08,1.11,0,0,0,1,1,0.96,675,495,2038,84.38,82.5,84.92,,,null,1000,3,5,5,6,4,5.5,0,4.5,5.5,6,6,6,6,3,0,4.5,6.5,4,4,6,0,4.5,5.5,7,5.5,0,0,0,0,3.5,0,4,0,0,0,0,0,0,1,,null,null,null,null,0,0,null,0.8753,557,15,6,63.49,6,null,null,21,19,null,null,19,10,61,1,1,2,null,null,2,3,null,4,138.88,-163,-14.35,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,Sursis
Salah Ibrahim,MO,10,2,,11,54.58,18.5,10,12,10,12,10,11,11,15,5.36,4.5,4.88,525.14,7,1,20,0.9,0,0.69,3,0,3,0.14,0,0.1,186,28,402,26.57,28,20.1,62,134,6,3.33,4.5,0,4.5,5.5,6,5,5,0,7,0,0,4.5,4.5,5,0,4.5,4.5,4,0,4.5,4.5,5,5.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,9,8,3,0.8296,134,2,4,41.94,3,null,null,3,9,13,10,1,1,30,2,2,5,null,1,null,5,null,5,97.04,-27.21,4.27,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Bourigeaud Benjamin,MO,24,1,,35,98.5,80.19,35,42,36,44,36,44,30,40,5.67,5.67,5.96,547,9,9,34,0.97,0.97,1.16,2,2,9,1,1,1,717,717,2879,79.67,79.67,84.68,359,320,5.5,12,5,5,7,6,5,5,4.5,6.5,7,8,7.5,6,8,7,7,5,6,4.5,5,8,5,5,6,6,3.5,6,5,5,0,5.5,8,6,7,5.5,6,0,0,0,0.5,2,null,null,1,2,13,7,8,0.8555,595,4,5,45.83,2,null,null,13,13,23,19,8,12,100,28,28,6,null,null,null,3,null,9,172.17,-91.22,-4.22,5.00,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Blas Ludovic,MO,19,0,,29,97.38,78.69,28,35,28,35,31,38,24,33,5.5,5.5,5.65,517.5,8,8,33,1,1,0.98,2,2,8,0.88,0.88,0.85,576,576,2506,72,72,75.94,288,313,6,9.5,6,5.5,5,6,4.5,5,7.5,4.5,0,7,4.5,4.5,5,4.5,5.5,7,5.5,7,4.5,6,5.5,7,5,0,7,6,4.5,4.5,7,6,5,6.5,7,5.5,5,0,0,0,1,,null,null,1,1,24,18,7,0.8409,310,2,3,31.76,16,null,null,15,18,9,9,1,9,80,6,6,16,null,-1,null,-1,2,16,144.85,-76.09,0.7,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Désiré Doué Désiré,MO,11,3,,11,32.34,13.08,11,11,11,12,11,11,11,11,5.11,5.11,5.13,517.56,9,9,24,0.49,0.49,0.73,1,1,2,0.22,0.22,0.42,289,289,1003,32.11,32.11,41.79,289,502,6,11,5,4.5,6,5.5,5,5,4.5,5,5.5,5,0,5,0,0,0,0,5,5,4.5,6,0,5.5,5,5.5,4,4,7.5,4.5,5,5.5,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,9,3,1,0.8554,225,3,4,50,9,null,null,7,9,7,7,2,1,56,6,6,8,null,null,null,3,1,11,84.17,-49.78,-1.02,7.50,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Matic Nemanja,MD,14,0,,21,87.85,40.37,20,23,20,23,20,24,20,23,5.79,0,5.55,507.71,7,0,31,0.7,0,0.72,0,0,2,0.86,0,0.52,559,0,1769,79.86,0,57.06,,885,6,1000,0,5.5,5.5,5.5,5,6.5,7,5.5,0,5.5,0,6,5,4.5,0,6,5,5.5,5.5,7,5,4,6,5.5,0,5,6,5.5,5.5,5,5,4.5,6.5,6.5,5,6.5,0,0,1,,null,null,null,1,1,1,null,0.8486,537,17,5,60.32,7,null,null,26,31,2,2,12,8,81,6,6,8,null,null,null,null,null,7,212.07,-120.29,-11.49,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Santamaría Baptiste,MD,10,1,,12,11.96,2.43,12,14,10,10,13,14,11,12,5.14,5.5,5.42,496.43,7,1,25,0.69,0,0.94,0,0,1,0.57,1,0.68,369,90,1630,52.71,90,65.2,,1630,8,1000,5.5,0,4.5,5,5,5,0,4.5,6.5,6,6,8,7.5,0,5,4.5,5.5,4,5.5,5,6,4.5,6,6,4.5,5,5.5,5,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,9,6,2,0.8717,328,3,3,39.47,6,null,null,10,17,null,null,4,6,44,2,2,7,null,1,null,5,2,7,106.93,-79.57,-7.43,5.50,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Le Fée Enzo,MO,15,-2,,24,87.1,60.56,22,29,23,27,25,31,17,26,5.13,4.75,5.53,496.25,8,2,31,0.52,0.35,0.95,0,0,3,0.75,0.5,0.94,437,95,2406,54.63,47.5,77.61,,802,6,1000,5,4.5,0,5,5,5.5,4.5,5.5,6,5,4.5,5,5,6.5,7.5,4.5,0,0,0,5,6,6,5,7,5.5,7,6,6,5,6,7.5,4,4.5,7,5,0,0,0,null,,null,null,null,null,4,1,4,0.8882,375,2,10,43.4,3,null,null,11,21,5,3,4,8,70,6,6,11,null,-1,null,1,null,12,98.69,-70.25,-5.31,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Rieder Fabian,MD,11,2,,11,12.15,4.67,11,11,11,11,11,11,12,12,05.08,05.08,05.08,494.67,6,6,6,0.2,0.2,0.2,0,0,0,0.33,0.33,0.33,208,208,208,34.67,34.67,34.67,,,null,1000,5,5,5,5.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,1,1,0.7089,123,2,2,58.33,3,null,null,4,9,2,1,1,4,24,1,1,2,null,-1,null,-1,1,3,51.08,-39.5,-0.77,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Belocian Jeanuël,MD,8,1,,8,3.18,0.93,8,8,8,8,8,8,8,8,4.67,4,05.04,511,6,2,14,0.61,0.71,0.69,0,0,0,0.67,1,0.71,339,156,847,56.5,78,60.5,,,null,1000,4.5,3.5,0,0,0,5,5,5,5,5.5,5.5,5.5,6,4,5,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.9052,319,7,5,69.23,4,null,null,10,10,9,7,12,8,31,1,1,1,null,-1,null,1,null,4,92.83,-111.25,-9.88,5.00,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Terrier Martin,MO,7,2,,12,77.01,65.05,9,15,10,15,9,15,10,16,4.5,0,6.2,445,1,0,5,0,0,1.25,0,0,2,0,0,0.8,14,0,319,14,0,63.8,,160,6,1000,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6.5,0,8,0,0,0,null,,null,null,null,null,0,0,null,0.8571,9,null,null,33.33,1,null,null,1,1,null,null,null,null,1,1,1,null,null,-1,null,-2,null,null,19,-7.4,0.5,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Gouiri Amine,A,29,1,,43,97.38,71.96,41,52,40,48,46,58,30,45,5.78,5.78,5.51,546.67,9,9,35,01.03,01.03,1.18,2,2,12,0.89,0.89,0.86,673,673,2676,74.78,74.78,76.46,337,223,6,14.5,6,6,5.5,5,4.5,5,6.5,5.5,8,4.5,7,8.5,6,5,7.5,5,7,6,4.5,4.5,4.5,5,4.5,4,4,6,7.5,5,5,4,5,4.5,5,5,6.5,0,0,0,0.5,,null,null,1,2,24,13,8,0.8056,414,4,6,51.16,3,null,null,10,6,2,2,3,12,96,8,8,11,null,null,null,3,null,16,138.53,-52.9,4.3,7.50,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Kalimuendo Arnaud,A,15,1,,26,93.64,51.59,25,32,23,28,25,32,25,36,05.07,4.5,5.1,503,7,3,30,1.21,0.5,1.1,2,1,8,0.86,0.67,0.83,481,148,1958,68.71,49.33,65.27,241,245,5,7.5,4,4.5,5,0,0,4.5,4,6.5,7,4.5,4,4.5,0,4,5,4,5,5.5,5,7,4,4.5,5.5,8,4,5,0,0,5,6,5.5,4.5,6,4,7,0,0,0,0.5,1,null,null,null,null,14,12,3,0.7077,205,2,2,34.88,6,null,null,2,4,null,null,1,9,55,7,7,7,null,null,null,3,1,16,91.16,-43.79,6.59,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Lambourde Mathis,A,3,2,,3,3.55,0.56,3,3,3,3,3,4,3,3,4.5,0,4.5,457,1,0,1,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,,,null,1000,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8,10,null,null,40,null,null,null,2,1,null,null,1,null,3,null,null,null,null,null,null,null,null,1,19,-12.6,-0.9,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,🏠Hors groupe
Yildirim Bertug,A,8,1,,8,20.75,6.36,8,8,8,8,8,8,8,10,4.2,4.2,4.2,442.6,5,5,5,0.57,0.57,0.57,0,0,0,0.4,0.4,0.4,213,213,213,42.6,42.6,42.6,,,null,1000,4.5,4,5,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,null,3,1,null,0.6933,75,null,2,33.33,8,null,null,null,2,1,1,3,1,29,null,null,6,null,-1,null,-1,1,6,25.04,-32.52,-2.46,0,Rennes,Strasbourg,dim. 29/10 17:05,63.69426751592356,0.58854,0.57603,0.574,
Sels Matz,G,15,1,,19,55.14,27.85,17,21,17,21,17,21,18,22,05.06,05.06,5.24,528.78,9,9,35,1.1,1.1,1.28,0,0,0,1,1,1,810,810,3150,90,90,90,,,null,1000,4,5.5,5,6,5,4.5,6,3,6.5,4,5,5.5,7,7,4,7.5,4.5,7,4,6,5,4,5.5,5.5,7.5,6,3,4,7,7,4,5.5,4.5,4,4,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,17,5,null,null,null,null,null,13,null,null,null,null,7,-2,null,-6,null,null,90.67,-72.22,-18.54,3.00,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Pierre Alexandre,G,3,0,,5,2.99,2.24,4,7,4,4,4,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Bellaarouch Alaa,G,7,0,,8,7.85,4.49,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Hasbi Walid,G,1,0,,1,6.17,4.67,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Nyamsi Gerzino,DC,10,1,,11,35.51,11.4,10,11,10,10,10,12,10,12,4.94,4.94,4.79,528.22,9,9,24,0.77,0.77,0.95,0,0,1,1,1,0.96,810,810,2001,90,90,83.38,,2001,7,1000,5,4.5,5.5,5.5,4.5,4.5,6,3.5,5.5,3.5,5.5,5,0,0,0,0,0,5.5,3,7,4.5,5.5,0,0,0,0,0,0,5.5,4,3.5,4,5.5,4,4.5,0,0,0,2,,null,null,null,null,4,3,2,0.8528,591,9,11,55.1,9,null,null,43,19,1,1,33,13,69,2,2,1,null,-2,null,-6,null,3,142.27,-146.5,-15.21,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Senaya Marvin,DL,8,2,,8,5.98,3.36,8,8,8,8,8,8,8,8,4.89,4.89,5.29,501.44,9,9,33,0.82,0.82,01.02,0,0,3,0.44,0.44,0.82,445,445,2403,49.44,49.44,72.82,,801,6.5,1000,3.5,4,5,6.5,5,5,5,5,5,0,5,6,5,5.5,4.5,8,5.5,5,5.5,7,6.5,6,4.5,4.5,6,5,6,4.5,3.5,5,7,4,6.5,4.5,0,0,0,0,1,,null,null,null,1,1,0,1,0.6723,334,10,10,63.41,9,null,null,13,10,13,10,10,6,66,2,2,2,null,-2,null,-6,null,10,104.06,-116.94,-10.17,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Perrin Lucas,DC,9,1,,11,11.96,6.17,9,12,9,9,9,14,9,10,4.86,4.86,5,525.86,7,7,26,01.07,01.07,0.93,0,0,0,1,1,0.81,630,630,1949,90,90,74.96,,,null,1000,4,4,5.5,5.5,5,3.5,6.5,0,0,0,4.5,5.5,6,5.5,4,7,6,5,0,6,0,4.5,5,5,3.5,0,0,0,6,4,4.5,5,0,5,4,0,0,0,2,,null,null,1,2,3,2,1,0.8451,505,6,8,64,10,null,null,23,15,2,null,13,9,75,3,3,3,null,-2,null,-4,null,5,170.06,-183.64,-19.19,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Sylla Abakar,DC,9,0,,11,19.44,9.72,10,12,10,11,10,11,12,19,4.7,0,4.7,516,5,0,5,1.2,0,1.2,0,0,0,0.8,0,0.8,363,0,363,72.6,0,72.6,,,null,1000,0,0,0,0,5,4,5.5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,1,0,null,0.8711,329,6,8,64.91,6,null,null,20,7,null,null,15,6,54,1,1,2,null,null,null,-2,null,8,145.5,-197.4,-17.28,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Delaine Thomas,DL,9,1,,9,24.3,13.08,9,10,9,9,9,9,9,12,4.67,4.67,4.62,520.78,9,9,17,01.09,01.09,0.99,0,0,0,1,1,0.94,783,783,1322,87,87,77.76,,,null,1000,5,4.5,4.5,5,5,3,6,3,6,4,0,0,0,0,0,5.5,0,0,4.5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,2.5,5,0,0,0,2,,null,null,null,1,4,1,8,0.7641,479,9,7,57.14,11,null,null,24,10,43,35,16,13,96,10,10,3,null,-2,null,-6,1,14,174.67,-209.78,-18.53,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
Doukouré Ismaël,DC,10,1,,12,18.13,9.53,10,13,10,10,10,10,13,20,4.61,4.61,4.79,465.33,9,9,31,0.6,0.6,0.86,0,0,1,1,1,0.97,776,776,2668,86.22,86.22,86.06,,2668,5,1000,4,5,4,4.5,5.5,4.5,5.5,4,4.5,4,5,5.5,6,6,4.5,7,5,4,4,4,0,4,5.5,5.5,5,6,3,3.5,5,4.5,5,5,0,0,0,0,0,0,2,,null,null,null,null,5,1,null,0.8513,407,11,8,43.28,10,null,null,16,22,null,null,5,13,66,4,4,14,null,-2,null,-6,null,2,112.67,-146.56,-13.44,3.00,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,Sursis
Guilbert Frédéric,DL,9,0,,11,35.7,11.59,10,12,10,11,9,11,12,14,4.57,0,4.7,492.86,7,0,25,01.06,0,0.87,0,0,0,0.86,0,0.92,440,0,1905,62.86,0,76.2,,,null,1000,0,4.5,0,5,4.5,3.5,5.5,3,6,5.5,5.5,5,4.5,5.5,4,5.5,5,4,3.5,0,4.5,4.5,5,5.5,5,6,3,4,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,3,1,4,0.6475,292,18,3,41.18,8,null,null,14,10,16,12,12,8,67,3,3,4,null,null,null,-2,null,3,128.36,-188.86,-20.14,3.00,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,Sursis (5sem.)
Mwanga Junior,DC,7,2,,7,3.55,0.93,8,8,8,8,7,8,7,7,4.33,4,5.31,471,3,2,27,0.76,0.71,0.8,0,0,0,0.67,1,0.74,174,152,1844,58,76,68.3,,,null,1000,3.5,4.5,0,5,0,0,0,0,0,0,5,6.5,5,6,5,5,4.5,6.5,6.5,6.5,6,6,5.5,5,4,5,5,5,6.5,5,6,5,5,5,0,0,0,0,null,,null,null,null,null,2,0,1,0.7881,79,3,3,66.67,4,null,null,3,4,null,null,1,4,19,null,null,1,null,-1,null,-3,null,9,85.17,-139.33,-7,0,Strasbourg,Rennes,dim. 29/10 17:05,18.691588785046733,0.42805,0.43482,0.44035,
