Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Cédric Soares,DL,1,0,,1,3.77,3.77,1,1,1,1,1,1,4,4,0,0,5.21,0,0,0,7,0,0,0.39,0,0,0,0,0,0.29,0,0,197,0,0,28.14,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5.5,5,6,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Ødegaard Martin,MO,32,-1,,48,98.11,56.6,45,60,44,53,68,74,50,58,06.06,0,6.11,502.89,9,0,33,01.04,0,1.35,3,0,13,1,0,1,790,0,2852,87.78,0,86.42,263,219,6,10.67,0,0,5,5.5,8,5,5.5,7,6,7,5.5,7,3.5,3.5,7.5,8,4,6,6.5,5,7,6,7,7,5,7.5,6,5,5.5,7.5,5,8,7.5,8,0,0,0,4,4,2,null,null,1,2,21,16,5,0.8337,522,3,5,45.21,5,null,null,13,13,12,8,1,6,109,15,15,17,null,6,null,10,null,17,205.33,-77.17,-0.28,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Rice Declan,MD,18,2,,31,100,81.13,28,33,28,33,25,29,30,45,6.32,6.32,6,489.45,11,11,33,0.68,0.68,01.04,2,2,5,1,1,0.97,934,934,2856,84.91,84.91,86.55,467,571,7,9,6,7,7,7,6.5,5,6.5,7,6,6,5.5,5,7.5,5,7,5,6.5,8,5.5,6,6.5,0,6,3,8,4.5,5.5,6,6,6,5.5,6,5,5,0,0,0,0,5,,null,1,1,2,12,9,4,0.9179,803,14,13,48.35,7,null,null,19,29,2,2,15,7,73,8,8,7,null,6,null,14,null,4,213.41,-73.95,-6.09,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Trossard Leandro,MO,13,1,,23,64.15,28.3,18,26,14,18,19,22,43,44,5.36,5.13,5.22,443.14,7,4,29,0.85,0.63,1.14,2,1,3,0.29,0.25,0.48,220,92,1311,31.43,23,45.21,110,437,6,6.5,5,4.5,6,5,0,0,7,0,5,0,5,7.5,4,2.5,4.5,5.5,5,5,4.5,4.5,6,7,8,5,6,5.5,6,4.5,4.5,0,0,4.5,5,5,0,0,0,4,1,,null,null,null,1,4,4,2,0.786,126,2,3,53.33,null,null,null,5,7,7,4,1,2,30,7,7,4,null,3,null,7,null,6,72.3,-13.29,3.66,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Fábio Vieira,MO,8,0,,8,22.64,9.43,8,9,8,9,10,12,12,16,5.71,5.75,5.38,563,7,2,21,1.19,1.77,0.76,1,1,1,0.29,0,0.19,214,28,528,30.57,14,25.14,214,528,7,8,4.5,7,0,0,5,4.5,5.5,6,7.5,0,0,5,5,0,0,0,0,5,5,0,5,0,5.5,5.5,0,6,5,5,0,5,0,0,5,6,0,0,0,5,1,1,null,null,2,2,6,3,4,0.8501,152,2,2,51.85,5,null,null,4,5,12,10,1,2,29,3,3,4,null,3,null,11,null,5,127.71,-38.79,-0.24,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Gabriel Martinelli,MO,21,0,,32,94.34,62.26,30,40,31,41,37,40,21,23,5.61,5.88,5.68,465.33,9,4,31,0.89,0.85,01.02,1,1,9,0.89,0.75,0.9,638,279,2257,70.89,69.75,72.81,638,251,6,21,5.5,6,5,7,0,0,4.5,7,5,5,5.5,0,0,5,6,4.5,4,7,6,7,7,6.5,7,5,6,6,4,4,5.5,5.5,5,7.5,6.5,6,0,0,0,4.5,2,,null,1,2,null,16,13,18,0.8648,435,2,5,43.21,7,null,null,7,14,27,21,1,6,84,15,15,14,null,5,null,10,null,9,129.48,-48.56,-0.01,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Havertz Kai,MO,14,2,,18,60.38,26.42,16,20,18,20,14,14,14,15,5.5,5.5,5.15,472.18,11,11,33,0.59,0.59,0.84,1,1,5,0.64,0.64,0.76,656,656,2274,59.64,59.64,68.91,656,455,5,14,5,6,5,5.5,7,5,5,5.5,5.5,5.5,5.5,5,5,5,5,5,0,4,0,4.5,5,6,7,5.5,4.5,5.5,4,3,5,5,5,4,7,5,0,0,0,0,3,1,null,null,1,null,11,5,7,0.8268,360,4,9,50,14,null,null,10,14,4,4,4,5,66,8,8,7,null,6,null,14,1,12,112.55,-53.45,-1.03,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Mohamed Elneny,MD,1,0,,1,7.55,5.66,1,1,1,1,1,1,1,1,5.5,0,5,574,1,0,4,0,0,0.41,0,0,0,0,0,0,1,0,19,1,0,4.75,,,null,1000,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5,5,0,0,0,0,null,,null,null,null,null,0,0,null,0.9091,12,1,null,100,null,null,null,null,1,null,null,null,null,1,null,null,null,null,1,null,5,null,null,62,-6,0.3,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Partey Thomas,MD,9,1,,9,11.32,3.77,9,9,9,10,9,13,9,9,5.5,0,5.42,382.25,4,0,26,1,0,0.81,0,0,1,0.75,0,0.81,251,0,1820,62.75,0,70,,1820,6,1000,0,0,0,5,0,0,0,0,5,7,5,6,5,5,5,4.5,4,5.5,4,6,5.5,6,7,6,5,0,6,4.5,5.5,7,5.5,5.5,5.5,5,0,0,0,0,1,,null,null,null,null,2,1,1,0.9162,282,3,5,66.67,null,null,null,10,11,2,null,2,2,27,3,3,2,null,3,null,3,null,1,126.5,-71.87,-7.25,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Smith Rowe Emile,MO,7,2,,7,11.32,3.77,7,7,7,7,7,7,7,7,5.25,0,5.14,531.75,4,0,11,0.5,0,0.45,0,0,0,0.25,0,0.09,105,0,212,26.25,0,19.27,,,null,1000,0,6,5,0,5,5,0,0,0,0,0,5,0,4.5,0,0,5,0,0,0,5,5,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,,null,null,1,null,3,3,3,0.8333,68,1,null,42.86,3,null,null,1,2,1,1,null,null,15,1,1,3,null,2,null,9,1,1,70.63,-36.12,-3.67,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Jorginho,MD,9,-1,,10,5.66,1.89,10,10,12,19,30,30,10,10,4.81,5,5.17,477.63,8,1,26,0.59,0,0.68,0,0,0,0.38,1,0.62,294,79,1533,36.75,79,58.96,,,null,1000,5,0,5,5.5,4.5,3.5,0,5,5,5,0,6,5,5.5,6.5,5.5,5,0,5.5,0,4.5,4.5,0,0,5,5,0,5,6.5,5.5,0,5,6.5,4.5,0,0,0,5,1,,null,null,null,null,3,2,null,0.953,303,1,2,54.84,1,null,null,2,12,2,1,1,4,28,2,2,3,null,3,1,7,null,2,56,-56.31,-4.71,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Nketiah Eddie,A,11,-2,,23,98.11,62.26,18,25,18,25,17,24,13,13,5.55,5.55,5.18,486.36,11,11,28,1.31,1.31,1.24,5,5,9,0.82,0.82,0.64,764,764,1675,69.45,69.45,59.82,153,186,6,2.2,4,8.5,4.5,4.5,6.5,4.5,4.5,6,6,6,6,4,4,4.5,4,0,4,4.5,4.5,0,0,0,0,0,4,6,4.5,4,8,5.5,4.5,6.5,6.5,0,0,0,0,5,6,,null,1,null,null,25,13,6,0.8235,274,3,3,47.83,13,null,null,2,9,3,3,3,5,68,6,6,11,null,6,null,14,3,22,128.56,-41.65,11.33,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Saka Bukayo,A,34,0,,66,100,75.47,68,84,68,83,74,88,56,76,6.2,5.67,5.85,514.2,10,3,34,0.79,0.58,1.24,4,0,13,1,1,0.97,867,253,2889,86.7,84.33,84.97,217,222,5,8.5,5,6,6,0,7,7,6,7,5,6,7,6.5,4.5,4.5,6,6,3,7.5,2.5,5.5,5,8,5,5.5,5,7.5,6.5,5,7.5,6,5,7,7,5,0,0,0,6,4,2,null,1,3,2,19,16,18,0.8379,623,4,14,51.94,13,null,null,16,23,24,18,4,8,129,24,24,15,null,5,1,13,3,14,202.43,-80.07,9.59,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Gabriel Jesus,A,15,0,,29,84.91,39.62,25,40,23,37,16,46,38,41,5,0,5.2,504.71,7,0,20,0.91,0,1.22,1,0,7,0.57,0,0.75,364,0,1303,52,0,65.15,364,186,6,15,0,0,5,4.5,6.5,4.5,4,6,4.5,0,0,7.5,3.5,4,5,7,3.5,5,6,6,7,4,4.5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,,null,null,null,null,10,6,7,0.6984,242,4,7,44.83,11,null,null,9,4,2,2,2,3,75,3,3,16,null,4,null,8,1,12,95.11,-49.86,1.36,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Nelson Reiss,A,7,0,,,1.89,,7,7,7,7,7,7,7,7,4.63,0,4.89,487.75,4,0,14,0.25,0,0.76,0,0,1,0,0,0,52,0,191,13,0,13.64,,191,7,1000,0,4.5,0,0,5,4.5,0,4.5,0,0,0,5,0,4.5,4.5,4,5,6,4.5,0,0,0,5,7,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,null,,null,null,null,1,1,1,2,0.9643,41,null,1,30,2,null,null,1,null,2,1,2,null,10,2,2,1,null,3,null,11,null,3,20.4,-12.67,-0.72,0,Arsenal,Burnley,sam. 11/11 16:00,86.20689655172414,0.69749,0.70901,0.6946
Martínez Emiliano,G,16,0,,17,49.06,26.42,16,17,16,17,17,17,16,19,05.05,05.06,5.52,475.8,10,8,31,1.34,1.29,1.3,0,0,0,1,1,1,900,720,2745,90,90,88.55,,,null,1000,3,4,6,5.5,5.5,7,5.5,4,0,6.5,3.5,6,6,5,5,6.5,5.5,6,6.5,6,8,6,6,6,7,2.5,5.5,3,7.5,6,5.5,0,0,5,0,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,18,8,null,null,null,null,null,15,null,null,null,null,15,3,1,8,null,null,115,-103.5,-23.75,5.50,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Olsen Robin,G,7,0,,7,9.43,1.89,7,7,7,7,7,8,7,7,5,0,5.25,537,1,0,4,0,0,0.5,0,0,0,1,0,0.75,90,0,315,90,0,78.75,,,null,1000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,1,null,null,null,null,null,null,1,null,null,null,null,1,1,null,2,null,null,57,-30,-8,0,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Marschall Filip,G,3,0,,,1.89,,3,3,,,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Cash Matty,DL,14,2,,17,100,90.57,17,19,17,19,19,21,16,18,5.5,5.5,5.42,518.36,11,11,25,1.47,1.47,01.08,2,2,2,1,1,0.8,937,937,1816,85.18,85.18,72.64,469,908,8,7,4.5,5.5,6,5.5,7,6.5,5,3.5,8,6,3,5,5,5,0,0,0,0,0,0,0,6,5.5,6.5,6.5,4,5,5,5,0,6,5.5,0,5,0,0,0,0,3,,null,null,1,3,17,14,12,0.8366,606,8,15,51.11,11,null,null,21,26,11,8,19,14,88,5,5,4,null,4,null,10,2,11,209.23,-154.55,-13.38,0,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Torres Pau,DC,15,3,,18,69.81,26.42,16,19,16,18,15,15,18,21,5.18,5.18,5.34,496.64,11,11,32,0.98,0.98,1,1,1,2,0.91,0.91,0.97,959,959,2844,87.18,87.18,88.88,959,1422,5.5,15,4.5,6,5,6,5,6,5.5,3.5,6,6,3.5,4.5,5,6,0,6,5.5,6,4,5.5,4.5,4,5.5,7,6,6,6,3,4.5,0,0,7,5.5,6,6.5,0,0,0,2,,null,null,null,null,5,3,3,0.8815,841,4,5,54.24,7,null,null,38,17,3,2,23,14,88,3,3,null,null,4,null,10,1,3,141.36,-127.64,-15.59,0,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Konsa Ezri,DC,11,2,,14,83.02,56.6,12,15,12,14,11,11,15,15,5.32,5.32,5.35,505.09,11,11,34,1.19,1.19,0.97,0,0,0,1,1,1,990,990,3052,90,90,89.76,,,null,1000,4.5,5,7,5.5,6,6,5.5,4.5,6,6,2.5,5.5,5.5,6,4.5,5.5,6.5,5.5,6,5.5,6,6,5.5,6,6,3,5,4,5.5,6,5,6,3.5,5.5,0,0,0,0,2,,null,null,null,null,6,4,4,0.9267,791,10,11,75,6,null,null,19,18,1,1,28,16,58,2,2,1,null,4,1,10,null,6,153.32,-120.73,-13.7,6.50,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Digne Lucas,DL,12,1,,14,90.57,67.92,13,15,13,15,14,16,12,14,5.23,5.23,5,513.73,11,11,29,1.1,1.1,0.82,0,0,0,1,1,0.72,981,981,1745,89.18,89.18,60.17,,,null,1000,4.5,5,6,5,5,6,6,4,6.5,6.5,3,6,5,0,5,5,5,5,0,0,5,0,5,5,5.5,4.5,4,3.5,0,4.5,5,5.5,4,5,0,0,0,0,2,,null,null,2,null,6,4,13,0.8129,767,16,9,56.44,13,null,null,30,14,71,54,23,16,130,22,22,8,null,4,null,10,null,11,229.91,-214.18,-18.2,5.00,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Diego Carlos,DC,6,0,,10,7.55,5.66,6,12,6,12,7,8,6,7,5,5,5,437.86,7,2,8,0.29,0,0.27,0,0,0,0.43,0,0.38,274,23,299,39.14,11.5,37.38,,,null,1000,5,5,0,4.5,0,0,0,5,5,5.5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,1,1,0.9114,248,3,4,52.38,1,null,null,10,6,null,null,10,6,30,null,null,null,null,null,null,-1,null,null,58.57,-61.93,-8.91,0,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Mings Tyrone,DC,1,-4,,1,9.43,5.66,1,1,1,1,15,15,5,5,5,0,5.46,0,1,0,23,0,0,1.25,0,0,1,1,0,1,31,0,2011,31,0,87.43,,2011,7,1000,0,0,0,0,0,0,0,0,0,0,5,5,5.5,5.5,5,5.5,7,5.5,6,6,6,7.5,5.5,5.5,7.5,2.5,0,2.5,5,5.5,7,5.5,4,5.5,0,0,0,0,null,,null,null,null,null,1,1,null,1,9,1,null,100,null,null,null,null,2,null,null,1,2,1,1,1,null,null,-1,null,-4,null,1,86,-84,-19.7,7.00,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Chambers Calum,DC,3,-2,,,,,5,5,,,5,5,5,5,0,0,4.85,0,0,0,10,0,0,0.53,0,0,0,0,0,0.1,0,0,240,0,0,24,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,5.5,5,5,5,0,0,3.5,0,0,0,0,4.5,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.00,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Lenglet Clément,DC,6,-3,,9,7.55,1.89,9,9,11,12,9,9,10,12,0,0,4.78,0,0,0,18,0,0,0.94,0,0,0,0,0,1,0,0,1498,0,0,83.22,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,5,4,3.5,5,0,4,0,5,5.5,5,5,5.5,4.5,5.5,4.5,0,0,0,3.5,6,3.5,7,4,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Moreno Álex,DL,4,-3,,4,1.89,1.89,4,4,4,4,9,10,7,7,0,0,05.02,0,0,0,21,0,0,0.93,0,0,0,0,0,0.76,0,0,1520,0,0,72.38,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4.5,4.5,5.5,4.5,7,5.5,6.5,5,6,4.5,4,4,5.5,4,5,5,0,0,0,5,5.5,3,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.50,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
Hause Kortney,DC,1,0,,1,3.77,3.77,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Aston Villa,Fulham,dim. 12/11 15:00,64.51612903225806,0.58497,0.60745,0.58361
