Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Roberts Connor,DL,9,2,,,3.77,,9,9,9,9,9,9,9,9,4.17,0,4.17,413,9,0,9,0.87,0,0.87,0,0,0,0.89,0,0.89,735,0,735,81.67,0,81.67,,,null,1000,0,0,3.5,4.5,4.5,5,5,2.5,3.5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,null,0,0,3,0.8447,533,4,4,52.5,4,null,null,21,14,9,7,21,19,89,6,6,1,null,-6,null,-16,null,3,89.83,-199.11,-23.99,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
O'Shea Dara,DC,7,0,,,,,7,7,7,7,7,7,7,7,04.07,4.5,04.07,456.71,7,4,7,0.89,0.91,0.89,0,0,0,0.86,0.75,0.86,585,315,585,83.57,78.75,83.57,,,null,1000,4,5.5,5,3.5,0,0,0,3,4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,null,2,1,null,0.8374,532,14,2,65.91,6,null,null,18,16,1,null,32,20,74,3,3,null,null,-7,null,-17,null,2,146.83,-245.5,-36.9,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Vitinho,DL,7,2,,,,,7,7,7,7,7,7,7,7,3.8,3.25,3.8,351,5,2,5,0.76,0.35,0.76,0,0,0,0.8,1,0.8,333,180,333,66.6,90,66.6,,,null,1000,3.5,3,0,3.5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,3,0.7873,235,2,2,44.44,3,null,null,4,7,5,5,6,8,50,3,3,5,null,-5,1,-11,null,5,67.8,-217.1,-23.84,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Al Dakhil Ameen,DC,9,3,,9,13.21,7.55,9,9,9,9,9,9,9,9,3.8,0,3.8,441.8,10,0,10,01.01,0,01.01,0,0,0,1,0,1,855,0,855,85.5,0,85.5,,,null,1000,0,4,3,4,3.5,5,5,2,3.5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,5,4,1,0.8468,648,8,4,40.63,6,null,null,26,17,2,1,28,21,90,1,1,6,null,-7,null,-17,null,4,96.44,-229.3,-29.26,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
CJ Egan-Riley Conrad,DC,1,-2,,,,,4,4,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Ekdal Hjalmar,DC,3,-2,,,,,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Brownhill Josh,MO,10,0,,10,5.66,3.77,10,10,10,10,10,12,10,10,5.15,05.06,5.15,441.9,10,8,10,0.63,0.62,0.63,1,1,1,0.7,0.75,0.7,696,605,696,69.6,75.63,69.6,696,696,5.5,10,5,5,5,4,4.5,6,5.5,5.5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,9,4,9,0.8207,444,10,14,50,10,null,null,14,22,11,11,11,15,95,11,11,4,null,-7,null,-17,null,5,123.5,-98.3,-5.33,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Odobert Wilson,MO,10,2,,14,5.66,5.66,15,16,15,16,25,35,10,10,5.13,5,4.93,504.75,4,1,22,0.63,0,0.85,1,0,2,0.5,0,0.68,159,12,1255,39.75,12,57.05,159,628,6,10,5,0,4.5,6,5,0,0,0,0,0,0,0,0,0,3,4.5,6.5,7,4,4.5,4.5,5,5.5,5.5,5.5,4.5,0,4.5,0,4.5,4.5,0,5,5,4.5,0,0,0,null,,null,null,null,1,6,5,3,0.7699,70,null,3,57.89,1,null,null,1,4,2,2,1,5,16,3,3,1,null,-4,null,-10,null,5,85.8,-44.7,2.88,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Bruun Larsen Jacob,MO,8,0,,,1.89,,8,8,8,8,,,8,8,4.7,4.58,4.7,419.3,10,6,10,0.48,0.2,0.48,1,0,1,0,0,0,173,97,173,17.3,16.17,17.3,173,173,6,8,4.5,4.5,4.5,4.5,4.5,5,0,4.5,4.5,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,1,null,null,6,5,4,0.7957,100,1,1,35.71,5,null,null,1,6,1,1,3,4,23,3,3,3,null,-8,null,-19,null,5,30.24,-10.16,01.02,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Gudmundsson Jóhann,MO,8,0,,,,,8,8,8,8,8,8,8,8,5.17,5.5,5.17,502.17,6,2,6,0.52,0.71,0.52,0,0,0,0.83,1,0.83,343,170,343,57.17,85,57.17,,,null,1000,6,5,0,0,0,4.5,5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,1,3,1,1,0.8533,220,6,2,59.26,3,null,null,5,10,11,7,4,7,40,10,10,2,null,-5,null,-9,null,8,103.92,-66.42,-1.57,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Cullen Josh,MD,11,2,,14,13.21,9.43,11,14,12,16,11,11,11,11,5,0,5,432.9,10,0,10,0.91,0,0.91,0,0,0,1,0,1,841,0,841,84.1,0,84.1,,,null,1000,0,4,4,5.5,5.5,5.5,6,4.5,4.5,6.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,1,3,2,1,0.864,625,7,11,57.69,13,null,null,22,32,2,1,11,20,87,6,6,5,null,-7,null,-17,null,3,154.2,-144.05,-11.39,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Redmond Nathan,MO,5,-3,,9,1.89,1.89,9,9,8,8,11,11,9,9,4.92,5,4.92,407.33,6,3,6,0.2,0,0.2,0,0,0,0,0,0,88,35,88,14.67,11.67,14.67,,,null,1000,5,5,5,0,0,0,0,4.5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.5462,54,null,1,63.64,1,null,null,2,2,2,1,1,4,20,2,2,1,null,-6,null,-14,null,1,21.58,-20.83,-1.6,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Ramsey Aaron,MO,8,2,,8,1.89,1.89,8,8,,,8,8,8,8,4.9,0,4.9,481,5,0,5,0.96,0,0.96,0,0,0,0.4,0,0.4,206,0,206,41.2,0,41.2,,,null,1000,0,0,0,4.5,4,6.5,0,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,1,2,2,1,0.8615,108,null,6,46.43,2,null,null,5,4,1,1,3,5,28,1,1,5,null,-3,null,-7,null,5,66.2,-57.4,-3.06,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Berge Sander,MD,10,-1,,10,1.89,1.89,10,10,10,10,11,11,12,12,4.64,4.64,4.64,440.36,11,11,11,1.19,1.19,1.19,0,0,0,0.73,0.73,0.73,699,699,699,63.55,63.55,63.55,,,null,1000,4.5,5.5,3,3.5,5,5,5.5,5,3.5,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,1,5,2,3,0.8695,435,5,4,51.22,10,null,null,17,16,4,4,8,18,59,6,6,9,null,-8,null,-19,1,6,99.91,-111.68,-5.95,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Cork Jack,MD,5,-3,,,,,8,8,,,,,8,8,4.5,0,4.5,439,1,0,1,0,0,0,0,0,0,0,0,0,16,0,16,16,0,16,,,null,1000,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,1,0.5714,16,null,null,16.67,1,null,null,null,2,1,1,null,null,6,null,null,null,null,-1,null,-3,null,null,41,-79,-12.8,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Trésor Mike,MO,9,-2,,,,,11,11,11,11,11,11,,,04.08,4,04.08,447.5,6,4,6,0.49,0.58,0.49,0,0,0,0.33,0.5,0.33,224,140,224,37.33,35,37.33,,,null,1000,4.5,4.5,3.5,3.5,0,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,1,3,0,2,0.7971,128,null,2,23.81,null,null,null,8,3,9,9,1,5,36,4,4,2,null,-5,null,-10,1,3,33.53,-60.43,-2.1,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Zaroury Anass,MO,7,-1,,7,1.89,1.89,7,7,7,7,8,8,12,12,3.75,0,3.75,333.25,4,0,4,0.87,0,0.87,0,0,0,0.25,0,0.25,125,0,125,31.25,0,31.25,,,null,1000,0,4,0,0,4,0,4.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,2,2,0.6818,71,null,null,18.75,4,null,null,1,5,5,5,1,2,22,2,2,2,null,-3,null,-6,null,2,30.75,-75.8,-1.25,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Massengo Han-Noah,MD,5,-3,,,,,9,10,,,9,10,,,0,0,5.29,0,0,0,14,0,0,0.73,0,0,0,0,0,0.93,0,0,1120,0,0,80,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,4,5.5,6,5.5,5.5,0,0,0,0,6,4.5,5,4.5,6.5,6,5.5,4.5,5,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Churlinov Darko,MO,1,-2,,,,,5,5,,,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Agyei Enock,MO,1,-1,,,,,3,3,,,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Foster Lyle,A,10,-2,,15,54.72,9.43,11,16,11,12,15,20,25,25,5,0,5,447.71,7,0,7,01.04,0,01.04,3,0,3,1,0,1,609,0,609,87,0,87,203,203,5.5,3.33,0,0,3,5,0,0,5,5.5,6,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,2,1,10,6,5,0.7117,242,1,1,33.33,10,null,null,5,12,2,2,11,18,81,6,6,11,null,-4,null,-13,2,25,127.66,-97.84,9.61,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Amdouni Zeki,A,11,2,,11,26.42,3.77,11,12,11,11,13,13,11,11,4.8,4.17,4.8,434.6,10,3,10,0.95,0.29,0.95,1,0,1,1,1,1,670,199,670,67,66.33,67,670,670,7,11,4,4,4.5,0,4,5,7,5,4,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,1,null,1,18,10,10,0.8742,303,3,7,48.54,7,null,null,9,16,4,4,4,15,75,4,4,8,null,-7,null,-16,3,22,95.97,-71.54,1.55,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Koleosho Luca,A,8,2,,8,9.43,3.77,8,8,8,8,8,8,8,8,4.59,4.59,4.73,442,11,11,13,0.63,0.63,0.7,0,0,1,0.82,0.82,0.69,711,711,743,64.64,64.64,57.15,,743,6,1000,5,3.5,4.5,5,5,4.5,5.5,3.5,4.5,5,4.5,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,2,17,8,8,0.7729,360,1,4,33.87,12,null,null,12,14,19,17,null,20,114,10,10,13,null,-8,1,-19,2,17,105.67,-113.4,-4.78,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Manuel Benson,A,6,-2,,,,,9,9,,,9,12,9,9,4.5,0,4.5,321.33,3,0,3,0.5,0,0.5,0,0,0,0.33,0,0.33,65,0,65,21.67,0,21.67,,,null,1000,0,0,0,0,0,5,0,0,4.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,1,2,0.9667,41,null,2,40,1,null,null,2,1,3,3,null,3,12,null,null,1,null,-3,null,-6,null,2,41.33,-42.73,-1.43,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Rodríguez Jay,A,7,2,,,,,7,7,7,7,7,7,7,7,4.17,3.75,4.17,439.33,6,2,6,0.41,0.35,0.41,0,0,0,0.17,0.5,0.17,203,135,203,33.83,67.5,33.83,,,null,1000,4,3.5,0,0,4.5,4.5,0,0,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,8,3,1,0.5383,76,1,2,33.33,4,null,null,null,2,null,null,1,4,24,1,1,1,null,-4,null,-7,2,3,19.45,-29.73,-1.05,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Obafemi Michael,A,1,-4,,5,1.89,1.89,5,5,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Arsenal,sam. 11/11 16:00,7.8431372549019605,0.34266,0.3328,0.33555
Sánchez Robert,G,16,3,,18,43.4,22.64,17,19,17,18,16,16,16,17,5.23,5.23,05.05,479.36,11,11,21,1.29,1.29,1.22,0,0,0,1,1,1,990,990,1890,90,90,90,,,null,1000,6,4,3,5,6,7,7,5,6,4,4.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4.5,3.5,6,4,6,5,3.5,7,4,0,0,0,0,3,,null,null,null,null,0,0,null,,null,null,null,,null,19,10,null,null,null,null,null,11,null,null,null,null,10,null,1,5,null,null,99.09,-58.64,-4.93,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Bettinelli Marcus,G,7,0,,7,9.43,7.55,7,7,8,8,7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Bergström Lucas,G,3,2,,,,,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Beach Eddie,G,1,0,,1,3.77,3.77,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Petrovic Djordje,G,7,0,,,1.89,,7,8,10,10,7,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Disasi Axel,DC,14,3,,16,77.36,37.74,14,16,16,16,14,14,18,18,5.3,4.75,05.03,455.5,10,2,34,0.95,0.35,1.13,1,0,3,1,1,0.97,877,157,2947,87.7,78.5,86.68,877,982,7,14,5,4.5,0,5.5,6,5,5.5,5,6,3.5,7,5,4.5,4,5.5,5,2,4,5.5,7,3.5,6,4,5.5,3.5,5.5,6,6,4.5,5.5,7,4,6,5,3.5,0,0,0,2.5,,null,null,null,null,8,3,1,0.914,935,4,1,60.66,6,null,null,27,27,5,5,24,8,82,2,2,4,null,null,null,5,null,3,152,-122.75,-8.6,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Thiago Silva,DC,14,3,,16,88.68,62.26,15,16,15,16,16,20,14,18,5.55,5.55,5.5,494.82,11,11,26,0.76,0.76,0.63,0,0,0,1,1,0.96,990,990,2262,90,90,87,,,null,1000,6,4.5,4.5,5.5,6.5,6,5.5,6,6.5,4.5,5.5,5.5,5.5,4.5,6,5.5,4.5,0,0,0,0,0,0,0,5,0,5.5,5.5,6,6.5,5,5.5,6,5.5,0,0,0,0,2.5,,null,null,null,1,5,3,1,0.9542,1000,10,5,69.09,5,null,null,40,32,1,1,43,11,42,4,4,null,null,null,null,5,null,3,144.95,-90.91,-3.38,5.25,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
James Reece,DL,7,-3,,10,52.83,33.96,8,11,8,10,10,12,16,20,5.38,5.5,5.23,397.5,4,3,13,0.75,0.87,0.6,0,0,0,0.5,0.33,0.77,182,106,868,45.5,35.33,66.77,,,null,1000,6.5,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4.5,5.5,5,6,0,0,4.5,0,5,5,0,0,0,0,5,0,0,0,0,0,null,,null,null,null,4,3,1,6,0.8981,190,1,2,55,1,null,null,9,5,18,14,3,4,25,5,5,2,null,null,null,1,null,4,147.75,-104.5,-7.35,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Colwill Levi,DC,12,2,,13,67.92,26.42,13,14,14,14,20,20,12,12,5.27,5.27,05.02,487.18,11,11,26,0.88,0.88,1.11,0,0,0,1,1,0.92,935,935,2143,85,85,82.42,,,null,1000,5,5,4.5,5.5,7,5.5,5,4.5,6.5,4,5.5,3,6,6,4,0,3.5,5.5,0,4,3.5,5,0,0,0,0,0,0,0,7,5.5,3,5.5,5,0,0,0,0,2.5,,null,null,1,2,6,4,2,0.8205,782,12,14,69.62,9,null,null,31,21,9,9,27,11,123,4,4,3,null,null,null,5,null,12,158.95,-133.18,-12.86,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Cucurella Marc,DL,8,3,,9,26.42,16.98,9,10,9,10,8,8,14,14,5.1,5.1,05.09,533.6,5,5,16,0.74,0.74,0.64,0,0,0,0.8,0.8,0.88,396,396,1230,79.2,79.2,76.88,,,null,1000,5.5,5,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,5,0,0,0,5,5,5,0,4.5,6,6.5,5,0,0,0,0,1,,null,null,null,null,3,3,2,0.8832,390,6,10,58.82,5,null,null,18,10,5,5,11,4,40,3,3,null,null,2,null,6,2,2,166.2,-146.6,-10.94,4.50,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Chilwell Ben,DL,11,0,,12,22.64,5.66,11,12,11,11,12,15,14,14,05.08,0,4.83,431,6,0,20,0.74,0,0.88,0,0,1,0.67,0,0.75,337,0,1328,56.17,0,66.4,,1328,7,1000,0,0,0,0,0,5.5,5,4,5.5,4.5,6,0,0,0,5,3.5,4,0,4,5,3.5,4.5,7,5.5,4,4.5,5.5,5,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,2,7,5,5,0.7412,257,3,4,52.27,6,null,null,4,10,12,7,3,5,65,9,9,4,null,-2,null,-1,2,12,139.25,-145.67,-16.55,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Gusto Malo,DL,8,-1,,10,20.75,11.32,9,9,9,11,9,9,9,9,4.88,5,4.91,448.25,8,1,16,01.09,0,0.9,0,0,0,0.75,0,0.75,515,13,988,64.38,13,61.75,,,null,1000,5,0,5,0,0,3,5,4.5,7,4.5,5,0,5,0,4.5,4,0,4,0,0,0,0,0,0,0,0,0,5,6,0,5.5,0,0,0,5.5,0,0,0,1.5,,null,null,2,1,4,0,4,0.8846,514,3,7,56.36,9,null,null,20,18,20,18,7,5,60,3,3,3,null,-1,null,2,null,12,143,-153.5,-9.64,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Maatsen Ian,DL,9,0,,11,1.89,1.89,11,11,9,9,12,13,11,11,4.86,0,4.86,437.86,7,0,7,0.38,0,0.38,0,0,0,0,0,0,107,0,107,15.29,0,15.29,,,null,1000,0,4.5,0,4.5,5.5,0,5,5,4.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,2,null,0.6528,107,2,2,31.58,3,null,null,4,null,6,5,3,1,31,2,2,4,null,1,null,5,null,4,38.43,-58.5,-6.97,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Sarr Malang,DC,1,0,,1,1.89,1.89,1,1,1,1,1,1,1,1,0,0,4.71,0,0,0,7,0,0,0.95,0,0,0,0,0,0.71,0,0,471,0,0,67.29,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,0,0,0,0,5,0,5,5,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
Fofana Wesley,DC,1,0,,1,3.77,3.77,1,1,1,1,1,1,1,1,0,0,4.65,0,0,0,13,0,0,1.18,0,0,1,0,0,0.77,0,0,1007,0,0,77.46,,1007,6,1000,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,4.5,1.5,4.5,6,0,5,5,6,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.00,Chelsea,Man. City,dim. 12/11 17:30,21.50537634408602,0.49401,0.46269,0.45537
