Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j12,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Ruibal Aitor,MO,8,-1,,,,,9,9,,,,,9,9,5.17,0,4.97,256.17,6,0,20,0.41,0,0.68,0,0,0,0.5,0,0.65,242,0,1144,40.33,0,57.2,,,null,1000,0,0,0,5,0,4.5,5.5,0,0,5.5,5.5,5,5.5,5,5,0,0,0,0,4.5,0,0,3,4.5,0,5,6,5.5,0,0,0,0,6,4.5,5,4.5,4.5,0,0.5,,null,null,1,2,3,1,2,0.8908,189,3,3,42.11,6,null,null,8,6,13,11,3,2,36,7,7,2,null,null,null,-1,1,7,97,-88.17,-5.68,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Luiz Henrique,MO,8,-1,,,2.38,,9,9,9,9,9,9,15,15,5.17,5,5.21,421.67,6,3,28,0.88,0.5,0.85,0,0,1,0.33,0,0.54,218,73,1373,36.33,24.33,49.04,,1373,8,1000,5,4.5,5.5,0,0,0,5.5,4,0,0,0,6.5,0,0,4.5,5,6,4.5,5.5,5,5,6,5,5.5,0,5,4.5,5.5,6,4.5,4,5,5,5.5,8,6,4,0,null,,null,null,2,3,4,2,2,0.728,128,1,4,51.06,3,null,null,3,8,8,5,1,4,34,5,5,7,null,2,null,-1,null,3,86.23,-43.65,-1.48,5.00,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
William Carvalho,MD,9,1,,10,4.76,4.76,10,10,10,10,13,13,12,12,05.08,05.08,5.2,496.33,6,6,27,0.38,0.38,0.61,0,0,1,0,0,0.74,144,144,1722,24,24,63.78,,1722,7,1000,5.5,5,5,4.5,5.5,5,0,0,0,0,0,0,5,5.5,0,6,5.5,5.5,4,6,5,7,4.5,4.5,5.5,0,4.5,5,5.5,0,0,5.5,5,5,5.5,5.5,4.5,0,null,,null,null,1,null,1,0,1,0.8519,188,2,3,60,1,null,null,7,9,2,2,null,null,32,3,3,1,null,3,null,6,null,3,64.83,-38,-5.07,6.00,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Guardado Andrés,MD,9,-2,,,4.76,,19,19,,,19,19,11,11,4.94,0,5.21,298.63,8,0,26,0.42,0,0.84,0,0,1,0.25,0,0.58,249,0,1320,31.13,0,50.77,,1320,7,1000,0,0,5.5,5,0,4.5,4.5,0,5.5,5,4.5,5,4.5,5,5,0,5.5,7,0,4,4,5,0,0,6,5.5,5,7,0,7,4.5,0,5.5,4.5,5,6,0,0,null,,null,null,null,null,2,1,1,0.9053,213,3,7,45.71,7,null,null,3,14,1,1,3,3,32,4,4,2,null,1,null,null,null,7,56.06,-47.06,-5.52,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Cruz Juan,MD,8,1,,,,,8,8,8,8,8,8,8,8,4.88,0,4.92,376.5,4,0,6,0.25,0,0.38,0,0,0,0,0,0.17,65,0,132,16.25,0,22,,,null,1000,0,0,0,0,0,5,0,5,4.5,0,5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,null,,null,null,null,null,2,0,null,0.8021,31,null,null,53.85,2,null,null,4,null,null,null,null,1,8,1,1,null,null,null,null,-4,null,1,28.5,-18.25,-0.45,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Fekir Nabil,MO,1,0,,3,50,33.33,2,3,2,3,2,2,3,4,04.05,4.5,5.25,476,1,1,8,0,0,0.6,0,0,1,0,0,0.75,3,3,538,3,3,67.25,,538,6,1000,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5,0,6,5,0,4.5,6,5.5,0,0,null,,null,null,null,null,0,0,null,1,7,null,null,50,null,null,null,null,1,null,null,null,null,1,null,null,1,null,1,null,2,null,null,12,-4.2,-0.1,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Willian José,A,11,-2,,23,73.81,35.71,19,30,15,19,32,35,19,29,5.28,6.5,4.89,336.67,9,2,28,1.82,0.71,1.13,5,2,7,0.67,1,0.39,504,133,1045,56,66.5,37.32,101,149,5.5,2.2,7,6,0,2,0,0,5,3,7,6,4.5,7,0,4.5,5,0,6,6,4,0,4.5,4.5,0,4,4.5,4.5,4.5,5.5,5,0,0,4.5,4.5,4.5,4.5,5,4,0,3,,1,1,null,null,12,9,2,0.7516,198,null,2,48.15,2,null,null,4,3,1,1,5,8,57,8,8,6,null,2,null,-2,1,12,112.3,-51.51,16.6,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Diao Assane,A,5,0,,16,66.67,52.38,16,23,16,22,5,5,24,24,5.83,5.83,5.83,557.33,6,6,6,1.17,1.17,1.17,2,2,2,1,1,1,452,452,452,75.33,75.33,75.33,226,226,7,2.5,5,5.5,4.5,5.5,7.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,1,null,null,8,4,2,0.7507,262,4,5,56.58,4,null,null,6,10,4,3,2,4,76,3,3,9,null,3,null,6,1,26,185.17,-85.58,0.4,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Ezzalzouli Abde,A,8,3,,8,26.19,4.76,8,8,8,8,12,12,8,8,4.8,4.88,4.85,393.9,10,8,30,0.63,0.64,1.15,1,1,5,0.1,0.13,0.53,312,245,1512,31.2,30.63,50.4,312,302,6,8,4.5,4.5,5,4,6,5,5.5,4.5,0,0,5,4,6,4,6,0,7,0,0,2,5.5,5,8,5,3.5,4.5,5.5,6,4.5,0,3.5,4,4.5,5,3.5,4.5,0,0,null,,null,null,null,null,16,6,7,0.8062,226,2,3,46,4,null,null,7,4,18,17,null,4,56,4,4,9,null,3,null,3,3,14,66.43,-43.23,1.45,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Iglesias Borja,A,16,-2,,40,26.19,4.76,40,45,37,45,40,45,18,18,4.79,0,4.9,282.43,7,0,29,0.64,0,0.95,0,0,7,0.43,0,0.69,262,0,1679,37.43,0,57.9,,240,5,1000,0,0,6,0,5,4,0,0,4.5,4.5,5,4.5,4.5,8,4.5,4,6,4.5,0,4.5,4,5,4,4,6,6,4,5,0,6,5,6,4.5,3.5,5,4.5,0,0,0.5,,null,null,1,2,8,3,1,0.8097,102,2,null,42.11,5,null,null,null,5,1,1,1,2,27,8,8,4,null,2,null,3,1,11,42.71,-23.31,-0.53,4.00,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Altimira Sergi,A,3,2,,,4.76,,3,3,3,3,3,3,3,3,4.5,0,4.5,490,3,0,3,0.87,0,0.87,0,0,0,0.33,0,0.33,93,0,93,31,0,31,,,null,1000,0,0,0,0,5,0,0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,null,0.9481,72,2,4,47.06,2,null,null,6,4,null,null,3,5,11,null,null,1,null,1,null,-1,null,null,85.83,-123.67,-4.8,0,Betis,Sevilla,dim. 12/11 18:30,30.303030303030305,0.56204,0.55424,0.56223
Ledesma Jeremías,G,18,2,,18,30.95,11.9,18,19,20,20,18,18,18,18,5.67,5.67,5.85,396.92,12,12,33,1.19,1.19,1.14,0,0,0,1,1,1,1080,1080,2970,90,90,90,,,null,1000,5.5,6.5,4.5,7,5.5,6.5,6.5,3,5.5,4.5,7,6,6,7,5.5,6,5.5,4,4.5,6,7,0,0,0,0,7.5,6,6.5,4.5,6,4,6,7.5,6,6.5,8,5,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,32,18,null,null,null,null,null,17,null,null,null,null,22,-4,1,-7,null,null,150.04,-79.17,-4.39,5.75,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Gil David,G,7,0,,8,7.14,4.76,8,8,8,8,8,8,7,7,0,0,5.75,0,0,0,4,0,0,1.26,0,0,0,0,0,1,0,0,360,0,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Lucas Pires,DL,8,3,,,,,8,8,,,,,8,8,4.86,4.9,4.86,368.86,7,5,7,0.38,0.42,0.38,1,1,1,0.43,0.6,0.43,369,339,369,52.71,67.8,52.71,369,369,5,8,4.5,5,4.5,5.5,5,0,0,0,0,4.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,2,3,0.7764,219,1,8,46,2,null,null,17,9,15,11,9,7,55,1,1,8,null,-3,null,-4,null,7,127,-153.57,-14.43,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Luis Hernández Luis,DC,9,-2,,15,30.95,14.29,14,15,24,24,13,14,13,14,4.79,0,4.98,287.43,7,0,30,1.11,0,0.9,1,0,1,0.86,0,0.97,542,0,2612,77.43,0,87.07,542,2612,6.5,9,0,0,0,0,0,4.5,5,3,5,6.5,4,5.5,5,5,4,6,4.5,0,5,4,5.5,4,5.5,4,6,6,5,6,5,5.5,3,6,5,4.5,6,5.5,0,0,1.5,,null,null,null,null,1,1,2,0.6545,295,5,3,47.83,6,null,null,12,12,1,1,20,7,73,5,5,null,null,null,null,-2,null,null,115.64,-128.14,-16.16,5.25,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Carcelén Iza,DL,10,1,,11,38.1,19.05,10,10,10,10,10,10,18,18,4.92,4.92,5.23,364.67,12,12,33,0.47,0.47,0.86,0,0,0,0.92,0.92,0.97,994,994,2833,82.83,82.83,85.85,,,null,1000,5,4.5,4.5,5,5,5.5,4.5,5,5.5,5,4,5.5,5,6,4,5.5,5,4,0,5,5.5,0,6.5,0,0,7.5,5.5,5.5,5,7,3.5,5.5,6.5,6,5.5,4.5,5,0,1.5,,null,null,null,null,3,2,2,0.7543,534,6,11,61.18,8,null,null,32,17,14,10,30,15,100,5,5,4,null,-4,1,-7,null,8,125.54,-147.21,-14.13,5.25,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Meré Jorge,DC,8,2,,8,2.38,2.38,8,8,8,8,,,8,8,4.92,0,5.6,435.67,6,0,16,0.58,0,0.75,0,0,0,0.67,0,0.63,330,0,929,55,0,58.06,,,null,1000,0,5.5,4.5,5.5,4,0,5,0,0,0,0,5,6,5.5,5,6,0,3,5.5,0,0,5,5,0,5.5,0,5,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,1,null,0.6018,132,4,3,50,null,null,null,14,6,null,null,22,8,23,null,null,null,null,-2,null,-3,null,null,86.82,-91.67,-11.58,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Fali,DC,11,1,,15,26.19,4.76,14,16,11,11,11,11,18,18,4.82,0,4.91,368.91,11,0,29,0.51,0,0.8,0,0,0,1,0,0.93,890,0,2143,80.91,0,73.9,,,null,1000,0,4.5,4,5,5,5.5,5,4,5,5.5,4.5,5,4.5,0,0,0,5,0,5,0,5,4.5,6,3,0,6,4.5,6,4,6,4.5,5,0,5,7,4.5,4,0,1.5,,null,null,null,null,3,0,1,0.7008,391,9,11,50.88,7,null,null,28,20,3,3,40,13,79,1,1,2,null,-3,null,-6,null,2,111.46,-129.14,-12.9,5.00,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Javi Hernández Javi,DC,10,0,,10,30.95,11.9,10,10,10,10,10,10,10,10,4.75,4.75,05.07,384,12,12,28,0.89,0.89,0.89,0,0,1,1,1,0.79,1055,1055,1898,87.92,87.92,67.79,,1898,7,1000,4.5,4.5,4,5,4.5,5,5,3.5,6,5,3.5,6.5,5,5,0,5,5,5,5.5,5,5,5,5.5,5,6,0,3.5,5.5,7,0,0,0,0,0,0,0,7,0,1.5,,null,null,1,null,11,7,10,0.6935,565,5,7,41.77,16,null,null,39,21,29,19,30,17,150,14,14,6,null,-4,null,-7,1,12,154.83,-188.08,-23.61,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Zaldúa Joseba,DL,3,2,,,,,3,3,,,3,3,,,04.05,0,04.05,507,1,0,1,0,0,0,0,0,0,1,0,1,62,0,62,62,0,62,,,null,1000,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.5833,25,null,2,62.5,2,null,null,2,null,1,null,3,2,6,null,null,null,null,-1,null,-1,null,null,104.5,-157.5,-18.8,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Chust Victor,DC,3,0,,,,,7,7,,,,,7,7,4.5,4.5,5,516,1,1,4,0,0,0.41,0,0,0,1,1,0.5,90,90,203,90,90,50.75,,,null,1000,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.7736,61,1,1,50,1,null,null,2,null,null,null,4,1,13,null,null,null,null,-1,null,-1,null,null,72.5,-146,-15.9,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Mbaye Momo,DC,5,2,,,,,6,6,7,8,,,8,8,4,0,4.63,527,1,0,12,0,0,0.91,0,0,0,0,0,0.33,55,0,599,55,0,49.92,,,null,1000,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,5,0,3,5.5,5,0,0,0,0,4,0,0,0,0,0,3,5.5,5.5,5,0,0,0,0,null,,null,null,null,null,0,0,null,0.6818,31,1,null,,null,null,null,null,2,null,null,6,2,7,null,null,null,null,-1,null,-1,null,null,64.2,-154.5,-23.8,5.50,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Machís Darwin,MO,10,-2,,15,57.14,16.67,16,16,14,15,16,16,17,17,5.45,6.25,5.29,352.9,10,2,21,1.36,01.06,1.12,3,1,3,0.7,1,0.67,514,135,1111,51.4,67.5,52.9,171,370,7,3.33,5.5,7,0,3.5,0,5,4.5,5,8,6,4,6,5,4.5,6,4.5,0,0,0,0,4.5,0,0,0,0,4,4.5,0,5,6,5.5,7,0,0,0,0,0,0,2.5,1,null,1,null,null,17,12,3,0.7665,256,3,7,46.03,8,null,null,11,21,27,22,2,8,64,7,7,8,null,-2,null,-4,null,10,140.97,-69.45,3.14,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
San Emeterio Fede,MD,8,-2,,,2.38,,18,19,20,20,12,12,15,15,4.83,0,05.04,0,3,0,24,1.89,0,0.74,1,0,1,0.67,0,0.67,140,0,1289,46.67,0,53.71,140,1289,7,8,0,0,0,0,0,0,0,0,0,3.5,4,7,5.5,5.5,5,4.5,4.5,0,5,5.5,5,4.5,6,4,6,5,5.5,5,5,4.5,0,0,0,5.5,5,5,5,0,1.5,,null,null,null,null,1,1,null,0.8595,60,1,2,39.13,8,null,null,4,1,1,null,1,1,9,1,1,null,null,null,null,-1,null,null,118,-111.5,-5.73,4.50,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Kouamé Rominigue,MD,9,-1,,,2.38,,,,,,,,,,5.17,5.2,5.26,466.33,6,5,29,0.52,0.57,01.06,0,0,2,0.67,0.8,0.9,364,362,2168,60.67,72.4,74.76,,1084,7,1000,5.5,4.5,6,5,5,0,5,0,0,0,0,0,7,5.5,6,2.5,5,0,5.5,5.5,5.5,4.5,4.5,4.5,7,0,0,0,4.5,4,5.5,0,4.5,5,6,6,0,0,null,,null,null,null,null,1,0,null,0.8395,182,7,3,55.56,5,null,null,6,16,1,null,1,8,25,2,2,1,null,-4,null,-5,null,6,89.83,-62.25,-2.3,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Fernández Álex,MO,8,-2,,,,,10,10,,,,,10,10,05.06,5.33,05.02,300,8,3,25,0.42,0.58,0.67,0,0,1,0.13,0,0.44,214,99,1177,26.75,33,47.08,,1177,7.5,1000,5,5,6,0,0,0,0,5,5,5,4.5,5,0,0,0,0,0,4.5,0,5,5,5.5,5,0,5,0,5,4.5,5.5,5,4,7.5,5,5,4.5,5,4,0,null,,null,null,null,null,0,0,1,0.8171,120,2,2,46.67,null,null,null,12,8,4,3,3,4,19,1,1,2,null,-2,null,-5,null,4,45.31,-26.61,-0.62,7.50,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Alejo Iván,MO,12,2,,12,9.52,2.38,12,12,12,12,,,12,12,05.05,0,05.02,356.73,11,0,31,0.57,0,0.63,0,0,0,0.91,0,0.52,731,0,1432,66.45,0,46.19,,,null,1000,0,4.5,5,6.5,5,5,5,4.5,5,5.5,4.5,5,4.5,5,5.5,0,6,4,5.5,5.5,5.5,5,5,5.5,0,5,5.5,5,5,5,0,0,3,5.5,4.5,0,4.5,0,3,,null,null,null,1,1,0,8,0.6585,310,2,6,43.36,24,null,null,19,13,61,51,7,9,89,3,3,11,null,-3,null,-6,null,20,130.91,-108.45,-3.95,6.00,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Alcaraz Rubén,MD,16,2,,16,14.29,2.38,16,16,22,24,16,17,16,16,5,4.75,5.14,350.18,11,2,33,0.84,0.35,0.99,0,0,3,1,1,0.88,903,152,2493,82.09,76,75.55,,831,6.5,1000,4.5,5,0,4.5,5,5.5,5,3.5,6,6,4,6,0,5,4,5.5,5.5,2.5,5,4.5,5.5,4.5,6.5,4.5,0,7,6,6,4,6,0,6,5,4.5,7,5.5,4.5,0,3,,null,null,null,null,9,3,1,0.8044,538,8,14,48.8,27,null,null,27,39,6,5,13,10,94,7,7,5,null,-3,null,-5,null,10,164.09,-133.86,-9.98,5.75,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Martín José Mari,MD,4,-1,,,,,6,7,,,,,6,7,5,0,4.96,317,3,0,12,0,0,0.14,0,0,0,0,0,0,12,0,131,4,0,10.92,,,null,1000,0,0,0,0,0,5,0,0,5,0,5,0,5,0,5,5,0,5,0,0,0,0,0,5,0,4.5,0,0,0,0,0,0,0,0,5,5,5,0,null,,null,null,null,null,0,0,null,0.8333,24,null,1,75,1,null,null,null,2,null,null,null,1,5,2,2,null,null,null,null,null,null,null,23.33,-14.83,-1.47,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Escalante Gonzalo,MD,12,1,,,4.76,,20,22,21,22,15,15,25,25,4.73,4.85,5.29,386.82,11,10,26,01.03,1,1.19,0,0,4,0.64,0.7,0.81,691,674,1907,62.82,67.4,73.35,,477,5,1000,5,4.5,4,5,5,5.5,5.5,2.5,5.5,6,0,3.5,7,7.5,4.5,6,4,0,7,0,0,0,0,0,5,6,7,5,4.5,7,5,5.5,0,0,0,0,4.5,0,0.5,,null,null,2,1,4,1,null,0.6862,318,12,12,46.91,14,null,null,16,22,1,1,14,12,72,7,7,6,null,-3,1,-5,null,7,111.64,-117.5,-9.05,4.75,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Navarro Robert,MO,4,3,,4,4.76,2.38,4,4,4,4,,,,,4.6,5,4.9,456.4,5,1,15,0.65,0,0.51,0,0,0,0.6,1,0.27,192,45,398,38.4,45,26.53,,,null,1000,5,0,3.5,0,0,5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4.5,4.5,5,5.5,5,5.5,5,5.5,5,0,null,,null,null,null,null,2,1,1,0.7067,90,2,2,45.45,6,null,null,2,4,4,1,1,5,34,1,1,2,null,-3,null,-6,1,8,53.3,-81.2,-3.98,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Bastida Álvaro,MD,1,0,,,,,1,1,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Ocampo Brian,MO,1,-2,,,2.38,,8,8,,,,,8,8,0,0,5.5,0,0,0,9,0,0,0.94,0,0,1,0,0,0.89,0,0,601,0,0,66.78,,601,7,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5,6,5.5,4.5,7,5.5,5.5,4,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.50,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Ramos Chris,A,12,2,,19,71.43,9.52,19,20,16,17,20,20,22,22,5,5,4.89,383.5,12,12,27,1.17,1.17,0.92,3,3,4,0.92,0.92,0.67,914,914,1619,76.17,76.17,59.96,305,405,6,4,4,6,5,5,5.5,4.5,6,3,7.5,5,4.5,4,0,0,0,5,4.5,4.5,5,4.5,5,4,7,5,4.5,5,4,5,4.5,0,4.5,0,0,0,0,0,0,0,2.5,,null,null,1,1,22,12,5,0.5978,356,4,6,42.6,25,null,null,10,22,6,5,16,13,128,5,5,17,null,-4,null,-7,3,29,120.14,-75.55,4.6,4.50,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Martí Roger,A,12,2,,12,45.24,2.38,12,12,13,13,12,12,12,12,05.05,5.5,4.67,371.64,11,3,30,01.06,1.32,0.89,1,0,2,0.82,0.67,0.67,728,187,1620,66.18,62.33,54,728,810,6,12,4.5,7,5,0,6,4,4.5,3.5,6,4.5,4.5,6,4,4.5,0,0,0,0,0,4,4.5,4,4.5,0,6,4.5,3.5,5,4,5.5,3,4.5,4.5,4,4,5.5,5,0,3,,null,null,2,7,18,11,7,0.6162,268,5,4,38.24,16,null,null,9,18,5,5,1,5,93,8,8,8,null,-3,null,-6,2,28,85.73,-42.05,1.17,4.50,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Negredo Álvaro,A,6,0,,,,,12,16,7,7,,,12,16,4.7,4.5,4.71,363.2,5,1,17,0.27,0,0.73,0,0,0,0,0,0.24,35,6,393,7,6,23.12,,,null,1000,4.5,0,0,5,0,0,0,5,4.5,0,4.5,0,0,0,5,0,4.5,4,0,4.5,0,5,4,3.5,0,0,0,0,0,0,0,6.5,4,5,0,4.5,6,0,null,,null,null,null,null,1,1,null,0.65,26,1,null,85.71,null,null,null,1,null,1,null,null,2,10,1,1,null,null,-3,null,-5,null,2,11.34,-3.84,null,5.50,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Sobrino Rubén,A,9,-1,,10,4.76,2.38,10,10,24,25,15,15,10,10,4.64,0,5.22,325.82,11,0,34,0.32,0,0.81,0,0,2,0.18,0,0.65,366,0,2114,33.27,0,62.18,,1057,7,1000,0,5,4.5,4.5,4,4.5,4.5,5,5,5,4.5,4.5,5,7,6,6,5,0,6.5,5,5.5,4.5,5.5,5.5,6,7,6,6.5,4.5,4.5,5,0,4,5.5,6,4.5,5.5,0,null,,null,null,null,null,2,1,1,0.7711,208,4,8,41.79,12,null,null,14,20,6,3,5,7,56,2,2,7,null,-3,null,-6,null,10,43.52,-41.2,-2.87,5.00,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Gómez Maximiliano,A,9,-2,,,14.29,,13,13,,,13,13,,,4.56,4.5,4.56,414.22,9,1,9,0.39,0,0.39,0,0,0,0.44,0,0.44,382,15,382,42.44,15,42.44,,,null,1000,4.5,0,5,5,4,4,5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,1,2,1,3,0.5782,132,null,1,55.17,5,null,null,2,4,8,8,null,9,60,2,2,7,null,-4,null,-6,null,12,40.38,-31.24,-1.39,0,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
Guardiola Sergi,A,6,1,,,,,8,8,8,8,8,8,13,14,4.5,4.5,4.71,446.6,5,4,26,0.35,0.41,0.86,0,0,3,0,0,0.65,73,60,1438,14.6,15,55.31,,479,6.5,1000,4.5,4,5,4.5,0,4.5,0,0,0,0,0,0,5,4.5,4.5,5,5,0,6.5,4.5,4.5,4.5,5.5,3.5,4.5,4.5,4.5,6.5,0,7,4.5,0,4.5,3.5,4,0,3.5,0,null,,null,null,null,null,2,1,2,0.6095,37,null,1,58.33,2,null,null,1,2,2,2,1,1,10,1,1,null,null,-3,null,-4,1,2,20,-12.6,-0.42,5.00,Cádiz,Mallorca,dim. 12/11 14:00,21.598272138228943,0.41432,0.41142,0.39559
