Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Rafia Hamza,MO,9,1,,11,40.62,31.25,10,11,10,10,14,18,9,11,5.35,5,5.35,385.8,10,2,10,0.78,0.71,0.78,1,0,1,0.9,1,0.9,583,118,583,58.3,59,58.3,583,583,7,9,5.5,4.5,0,5.5,5.5,4.5,5.5,4.5,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,1,null,null,6,4,3,0.7772,350,7,12,46.24,15,null,null,11,19,14,14,2,7,84,6,6,11,null,-1,null,-3,null,12,124.85,-74,-1.9,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Gabriel Strefezza Gabriel,MO,14,-2,,17,40.62,9.38,14,18,14,18,21,21,22,22,4.86,4.86,05.07,390,11,11,35,0.71,0.71,0.93,1,1,5,0.64,0.64,0.8,642,642,2341,58.36,58.36,66.89,642,468,6,14,5,4.5,4.5,6,4,4,5,4.5,6,4.5,5.5,6,4.5,4.5,3.5,4,0,6,4.5,7.5,4,5,5,5,4.5,4,6,4,7,6,5,5.5,5,6.5,5.5,5.5,0,0,3,1,null,null,null,3,20,10,4,0.8073,403,4,10,51.16,13,null,null,9,20,25,20,5,8,89,13,13,13,null,-1,null,-3,null,13,87.69,-55.45,0.94,5.00,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Banda Lameck,MO,8,-3,,12,15.62,6.25,12,12,10,10,14,14,13,13,5.57,5.17,05.08,347.43,7,3,30,0.73,0.29,0.78,0,0,2,0.86,0.67,0.5,470,159,1257,67.14,53,41.9,,629,6.5,1000,5.5,5,5,0,0,0,0,5,6,7,5.5,6.5,5.5,0,5,5,5,5,4,5,5,3.5,0,4.5,5,4,4.5,5,5,5,5,5,5,4,7,5,0,0,2,,null,null,3,2,15,15,2,0.7925,230,1,7,46.67,13,null,null,13,14,11,8,2,5,63,12,12,8,null,null,null,1,null,20,118.74,-49.96,-0.07,4.50,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Ramadani Ylber,MD,11,0,,15,25,9.38,12,18,12,12,23,23,12,12,5.36,5.36,5.36,398.36,11,11,11,1.14,1.14,1.14,0,0,0,1,1,1,969,969,969,88.09,88.09,88.09,,,null,1000,6,5.5,5.5,6,2.5,5,5.5,5.5,7,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,null,null,null,null,14,8,3,0.7844,618,20,14,50.46,9,null,null,33,45,5,3,15,11,124,5,5,7,null,-1,null,-3,1,12,188.82,-143.27,-13.14,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Blin Alexis,MD,10,0,,,,,10,10,14,14,,,10,10,05.07,0,5.32,346.29,7,0,31,0.19,0,0.67,0,0,1,0.29,0,0.77,238,0,2073,34,0,66.87,,2073,7.5,1000,0,0,0,0,5,5.5,5,5,5,5,5,5.5,5.5,6,5,5.5,5,6,4,4.5,0,5,5,4.5,5.5,5,7.5,6,4.5,5.5,5.5,5.5,6.5,6,5,5.5,0,0,null,,null,null,null,null,2,0,null,0.7971,138,2,2,46.67,5,null,null,7,5,3,2,7,3,22,null,null,1,null,1,null,-1,1,2,45.79,-37.21,-1.11,4.75,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Kaba Mohamed,MD,9,0,,11,3.12,3.12,11,11,,,,,11,11,05.06,5.5,5.48,362.89,9,1,31,0.81,0,01.04,0,0,4,0.67,1,0.9,580,90,2538,64.44,90,81.87,,635,7,1000,5.5,0,5.5,5.5,0,3,5.5,5,5.5,5,5,5.5,7,7,5,5.5,4,6,5,6,7,0,0,6,7,6,5,7,3.5,6.5,5,5,6,6,0,0,0,0,4,,null,null,null,null,4,3,null,0.8174,303,6,7,45.12,13,null,null,17,18,4,4,7,3,78,5,5,11,null,1,null,2,null,24,95.94,-79.17,-2.61,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
González Joan,MO,8,-2,,,,,10,10,11,11,11,11,11,12,5,4.83,5.17,349.57,7,3,29,0.5,0.29,0.62,0,0,0,0.43,0.33,0.62,314,129,1589,44.86,43,54.79,,,null,1000,5,4.5,5,0,5,0,0,0,5,4.5,6,0,0,4.5,4.5,5,5,5,5,5,4.5,5.5,4.5,5,5.5,5,0,5.5,7,5,4.5,5,6,6,6,6,0,0,null,,null,null,null,null,1,0,1,0.8189,146,1,2,48.72,6,null,null,3,9,null,null,null,7,26,2,2,2,null,-1,null,-3,null,3,50.21,-37,-1.76,5.00,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Sansone Nicola,MO,9,1,,,3.12,,9,9,,,,,,,4.7,0,5.23,473.8,5,0,15,0.76,0,1,0,0,4,0,0,0.33,83,0,574,16.6,0,38.27,,144,6,1000,0,4.5,6,4.5,0,4,4.5,0,0,0,0,5,7,6,0,0,0,0,5.5,6,6,5,4.5,0,0,0,0,0,0,0,0,6.5,3.5,0,0,0,0,0,null,,null,null,1,1,2,2,null,0.8092,57,1,3,52.63,3,null,null,3,1,2,1,null,null,11,1,1,3,null,-1,null,-1,null,1,33.08,-9.04,-0.06,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Corfitzen Jeppe,MO,3,2,,,,,3,3,,,,,3,3,4.5,0,4.5,440,1,0,1,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,,,null,1000,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.6667,6,null,null,50,null,null,null,null,null,null,null,null,1,2,null,null,null,null,-1,null,-4,null,1,2,-5.2,-0.5,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Samek Daniel,MD,1,0,,,,,1,1,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Faticanti Giacomo,MD,3,-3,,,,,6,6,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Krstovic Nikola,A,13,2,,27,96.88,68.75,24,33,25,33,24,28,25,40,05.05,05.05,05.05,446.2,10,10,10,1.12,1.12,1.12,4,4,4,0.9,0.9,0.9,738,738,738,73.8,73.8,73.8,185,185,6,3.25,4,4,4.5,6,4,4,5,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,null,null,null,null,26,15,2,0.6869,300,1,1,47.66,14,null,null,11,9,1,null,10,6,104,10,10,10,null,-2,null,-4,1,37,118.63,-62.98,10.99,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Piccoli Roberto,A,9,1,,,,,9,9,11,11,9,9,9,9,4.45,4.45,4.46,380,11,11,27,0.57,0.57,0.68,1,1,3,0,0,0.22,160,160,705,14.55,14.55,26.11,160,235,6,9,4.5,4,6,4,4.5,4.5,4.5,4.5,4.5,4,4,4,4.5,6.5,6,0,0,4.5,0,3.5,4,4.5,0,0,4.5,4,4.5,4.5,4,4,0,4.5,4,0,0,0,0,0,null,,null,null,null,null,6,3,2,0.6098,86,1,2,31.82,4,null,null,null,3,1,1,3,4,35,null,null,12,null,-4,null,-7,1,6,24.06,-16.16,1.75,0,Lecce,Milan,sam. 11/11 15:00,24.39024390243903,0.3548,0.34932,0.35649
Sportiello Marco,G,9,2,,9,25,9.38,9,9,10,10,9,9,9,9,6,0,5.25,548.5,2,0,12,0,0,0.89,0,0,0,1,0,1,180,0,1078,90,0,89.83,,,null,1000,0,0,0,0,0,6,6,0,0,0,0,5,6,5,5,4,0,6,5.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,4,3,null,null,null,null,null,1,null,null,null,null,2,2,null,3,null,null,107,-15,16.75,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Mirante Antonio,G,1,0,,1,46.88,46.88,1,1,1,1,1,1,1,1,6,0,5.5,522,1,0,2,0,0,0.71,0,0,0,1,0,0.5,90,0,91,90,0,45.5,,,null,1000,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,1,2,null,null,null,null,null,1,null,null,null,null,3,-1,null,-1,null,null,141,-40,-8.5,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Maignan Mike,G,16,-2,,24,68.75,46.88,23,26,24,25,18,18,19,32,5,4.5,5.22,385.38,8,2,23,1.56,0.71,1.11,0,0,0,1,1,1,719,180,2068,89.88,90,89.91,,,null,1000,5,4,0,4,6.5,0,0,2.5,5.5,5,7.5,4.5,6.5,5,4,6,5,5,6.5,5,6,6,4,5,6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,9,7,null,null,null,null,null,8,null,null,null,null,9,3,null,4,null,null,93.25,-82.5,-11.85,6.50,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Tomori Fikayo,DC,17,4,,24,93.75,78.12,23,28,24,28,21,22,23,29,5.6,5.71,5.52,424,10,7,30,0.77,0.64,0.8,1,1,1,1,1,1,871,630,2532,87.1,90,84.4,871,2532,6.5,17,5.5,4.5,5.5,6,6,6.5,6,0,4,6,6,6,6,6,5,6,0,5,6.5,0,6,6.5,3,5,6,6,5.5,0,0,0,4.5,5,4.5,5.5,5.5,6,0,0,6,,null,null,null,null,5,4,1,0.9193,877,15,8,53.23,11,null,null,31,24,1,1,24,5,65,null,null,null,null,5,null,10,null,4,164.15,-101.2,-5.43,5.75,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Hernández Théo,DL,21,-1,,29,90.62,65.62,30,32,30,32,28,32,27,32,5,0,5.14,382.5,8,0,28,1.39,0,01.06,1,0,3,1,0,1,711,0,2421,88.88,0,86.46,711,807,6,21,0,4.5,0,5,5,6,0,2,5,6.5,6,5,5.5,5,5,7,0,5,6,0,6,5.5,0,4.5,6,6,5,6.5,5,3,0,3.5,5,5,4.5,0,0,0,3,,null,null,null,null,9,2,4,0.8643,628,7,2,52.94,7,null,null,20,16,10,8,6,9,92,12,12,3,null,5,null,7,2,9,167.25,-172.19,-19.89,4.75,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Florenzi Alessandro,DL,7,3,,7,34.38,21.88,7,8,8,9,7,7,7,7,5.17,5.19,5.19,447.33,9,8,13,0.25,0.26,0.33,0,0,0,0.56,0.63,0.46,450,447,554,50,55.88,42.62,,,null,1000,5,5.5,5,5.5,5,5,5.5,5,0,5,0,5,0,0,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,null,null,null,1,8,4,3,0.8856,463,5,6,51.28,2,null,null,17,11,20,18,9,3,64,5,5,2,null,2,null,3,null,6,111.11,-103.33,-8.38,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Calabria Davide,DL,13,1,,15,68.75,37.5,14,16,15,16,14,14,13,13,5.11,5.1,5,418.78,9,5,27,0.55,0.22,0.82,0,0,1,0.89,0.8,0.81,683,353,1855,75.89,70.6,68.7,,1855,5,1000,5,5.5,5,5,5,0,0,4,6,5,5.5,5,6.5,6,4.5,4.5,5,5.5,0,5,5.5,6.5,4.5,0,0,0,0,5,4.5,3,3,5,5,5,0,0,0,0,3,,null,null,2,null,8,5,2,0.8899,569,10,8,59.26,4,null,null,11,20,14,7,15,8,71,7,7,1,null,2,null,3,null,9,152.67,-133.5,-12.91,5.00,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Kjær Simon,DC,10,2,,20,9.38,3.12,20,20,20,20,10,10,10,10,5,0,05.06,347,6,0,17,1.1,0,0.9,0,0,0,0.5,0,0.59,294,0,950,49,0,55.88,,,null,1000,0,0,5,0,6,0,6,3,0,5,5,0,0,5,4,5.5,0,6,4.5,0,0,6,0,0,0,0,0,6,5,0,3.5,5,0,0,0,5.5,0,0,2,,null,null,null,null,1,1,1,0.8788,278,3,5,64.29,4,null,null,13,17,1,1,14,4,34,1,1,null,null,2,null,3,null,1,103,-92.92,-9.05,4.75,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Kalulu Pierre,DL,8,-3,,11,40.62,18.75,10,13,8,12,12,12,15,15,5,0,4.94,386.25,4,0,25,0,0,01.05,0,0,1,0.25,0,0.72,108,0,1734,27,0,69.36,,1734,6,1000,0,5,5,0,0,0,0,0,5,0,5,0,5,0,4,5,5,5,5,5,0,0,3.5,6,4.5,7,6.5,6.5,4,3,2.5,4,6,5.5,5,5.5,0,0,null,,null,null,null,null,0,0,null,0.8299,78,1,null,69.23,1,null,null,6,null,2,2,6,2,10,null,null,null,null,1,null,2,null,1,49,-53.75,-2.97,4.50,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Thiaw Malick,DC,16,2,,20,43.75,25,18,23,16,16,23,23,19,24,5,5.5,5.17,381.33,9,1,27,01.09,0,0.88,0,0,0,1,1,0.89,747,90,2103,83,90,77.89,,,null,1000,5.5,0,3.5,5.5,0,5.5,5,3,5.5,5,6.5,4.5,6,6,0,5,4.5,5.5,5.5,5,5,0,3,5.5,5,6,6,6,5,0,0,0,0,0,5,6,0,0,4,,null,null,null,null,2,1,1,0.9216,666,7,10,51.43,15,null,null,19,18,null,null,23,7,50,2,2,3,null,3,null,4,null,2,128.44,-136.33,-11.58,5.50,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Pellegrino Marco,DC,1,-3,,,3.12,,4,4,,,,,4,4,4.5,0,4.5,525,1,0,1,0,0,0,0,0,0,0,0,0,68,0,68,68,0,68,,,null,1000,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.8958,55,1,1,33.33,null,null,null,2,3,null,null,2,2,6,null,null,null,null,null,null,null,null,null,103.5,-164,-28.4,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Caldara Mattia,DC,1,0,,1,3.12,3.12,1,1,3,3,1,1,3,3,0,0,05.04,0,0,0,13,0,0,0.78,0,0,0,0,0,0.62,0,0,776,0,0,59.69,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,6,0,5,5.5,0,3.5,4,4,5.5,5.5,0,5,5.5,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Loftus-Cheek Ruben,MO,15,1,,20,78.12,12.5,20,22,20,22,17,17,24,26,5.5,5,5.28,387.25,8,1,20,1.22,0,0.85,1,0,1,0.75,0,0.7,457,23,1049,57.13,23,52.45,457,1049,7,15,5,0,0,0,5,7,4.5,3.5,6,7,6,5.5,5.5,5.5,5.5,0,0,5,0,0,4,4.5,5,5.5,5,0,5.5,0,0,0,0,0,0,5,0,0,0,0,2,,null,1,1,1,8,6,2,0.7972,261,3,1,52,6,null,null,7,12,1,null,3,5,53,7,7,5,null,4,null,6,null,10,134.75,-68.87,-3.07,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Krunic Rade,MD,11,-2,,24,40.62,6.25,24,30,24,30,14,20,19,26,5.38,5,5.6,365.38,8,3,25,0.99,0.5,01.02,0,0,0,0.88,0.67,0.84,590,165,1860,73.75,55,74.4,,,null,1000,4.5,5.5,5,0,0,0,5,4,7,5.5,6.5,6,7,7,0,7,5,6,5.5,0,0,7,5,5.5,0,6,6,6,5,3,0,0,0,0,5.5,4.5,0,0,2,,null,null,null,1,2,0,null,0.8913,444,11,7,58.14,9,null,null,17,14,3,2,12,9,41,4,4,1,null,1,null,1,null,7,132.94,-84.69,-5.71,5.50,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Reijnders Tijjani,MD,14,1,,18,62.5,28.12,16,20,20,22,14,14,17,20,5.32,5.32,5.32,406.18,11,11,11,0.81,0.81,0.81,0,0,0,1,1,1,912,912,912,82.91,82.91,82.91,,,null,1000,4.5,5,5,5.5,6,5,5.5,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,null,null,1,1,18,10,5,0.9028,551,3,3,42.86,7,null,null,18,28,7,5,6,9,87,12,12,16,null,4,null,6,2,19,142.59,-89.55,-4.63,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Musah Yunus,MO,13,2,,13,15.62,3.12,13,13,13,13,13,13,13,13,5.28,5.31,05.06,444.44,9,8,32,0.57,0.59,0.59,0,0,0,0.56,0.63,0.69,562,538,1920,62.44,67.25,60,,,null,1000,5,5.5,4.5,6,5.5,5.5,6,4.5,0,5,0,3.5,0,0,5,5,4.5,4.5,5.5,5.5,5.5,5,6,4.5,6,4.5,5,5,5,4.5,4.5,5,5,5,4.5,6,0,0,4,,null,null,1,1,6,6,2,0.8802,336,5,5,42.37,9,null,null,13,13,13,11,3,4,57,4,4,4,null,2,null,3,null,11,104.22,-60.44,-4.18,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Adli Yacine,MO,4,3,,6,40.62,31.25,6,8,6,7,4,4,6,8,5,4,4.93,484.2,5,1,7,0.61,0,0.53,0,0,0,0.8,0,0.57,299,45,325,59.8,45,46.43,,,null,1000,4,0,5.5,5,5,5.5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,null,1,1,null,0.8591,303,5,6,56.25,7,null,null,4,11,6,5,4,1,42,3,3,1,null,1,null,3,null,5,141,-122.4,-11.66,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Pobega Tommaso,MD,8,1,,8,6.25,6.25,8,8,8,8,8,8,11,13,5,0,4.97,397.2,5,0,15,0.35,0,0.55,0,0,2,0,0,0.27,99,0,532,19.8,0,35.47,,266,6,1000,0,0,0,0,4.5,5,5,0,5,0,5.5,5,5,5,4,0,0,0,0,6,5,0,0,0,0,0,0,4.5,0,4.5,0,4.5,6,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.8265,68,1,3,50,3,null,null,3,5,null,null,1,1,11,null,null,1,null,5,null,8,null,1,34.5,-24.2,-1.86,4.50,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Romero Luka,MO,3,2,,3,6.25,3.12,3,3,3,3,14,14,3,3,4.75,4.67,4.89,488.5,4,3,9,0.5,0.58,0.55,0,0,1,0,0,0.11,85,64,228,21.25,21.33,25.33,,228,6,1000,5,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4.5,0,0,5,4.5,6,0,0,null,,null,null,null,null,1,0,null,0.9081,53,null,1,31.25,3,null,null,2,2,1,1,null,2,12,null,null,3,null,-1,null,null,null,3,24.13,-35.37,-2.67,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Chukwueze Samuel,MO,13,-1,,23,37.5,9.38,22,28,13,13,18,20,28,31,4.71,0,5.44,337,7,0,32,0.27,0,01.04,0,0,6,0.29,0,0.78,210,0,2111,30,0,65.97,,352,6,1000,0,0,0,5,4.5,5,0,4.5,4.5,5,4.5,5,4.5,4.5,5.5,5.5,5,4.5,6.5,4.5,4.5,8,7,7,5,7,7.5,6,5,4.5,5,5,6,6,7,5,0,0,null,,null,null,null,null,4,3,4,0.8635,126,null,1,46.88,null,null,null,5,5,5,5,null,4,29,1,1,3,null,5,null,7,null,4,33.76,-19.13,-0.99,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Bennacer Ismaël,MD,1,0,,1,18.75,3.12,1,1,1,1,2,2,1,1,0,0,5.4,0,0,0,15,0,0,0.87,0,0,1,0,0,0.93,0,0,1122,0,0,74.8,,1122,7,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,4.5,5.5,0,4.5,7,5,6,5.5,0,0,0,0,0,4,5,5.5,5.5,4.5,6,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.25,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Giroud Olivier,A,25,-2,,60,93.75,68.75,60,76,65,80,56,58,65,72,5.65,5.2,5.32,425,10,5,31,1.36,1.68,1.1,6,2,14,0.9,0.8,0.84,676,325,2146,67.6,65,69.23,113,153,5,4.17,3.5,8,5,4.5,5,0,5.5,5,6,7,7,6,6.5,8,4.5,6,4.5,4.5,0,0,4.5,5,0,6,4.5,5,4.5,6,4,5,4,5,5,5,5,0,0,0,5,3,null,null,3,3,19,14,4,0.6406,218,1,4,44.62,12,null,null,null,4,null,null,5,6,72,11,11,5,null,3,null,4,1,16,147.99,-57.54,17.67,5.00,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Pulisic Christian,A,20,4,,42,96.88,71.88,41,45,43,46,36,38,36,49,06.05,0,5.34,437.7,10,0,22,1.19,0,01.06,4,0,4,0.9,0,0.64,660,0,1103,66,0,50.14,165,276,7,5,0,6,4.5,7,7,6.5,5,4,6,7.5,7,5,5,0,0,0,0,5,5,4,5,4.5,4.5,0,0,0,0,0,0,0,5,5,5,4,0,0,0,0,4,,null,1,2,1,14,12,5,0.8547,375,3,8,48,10,null,null,7,16,20,15,1,4,81,10,10,11,null,5,null,7,null,15,160.86,-47.62,9.85,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Rafael Leão,A,31,0,,63,100,71.88,66,79,69,88,31,54,60,76,5.91,5.91,5.81,458.64,11,11,34,01.09,01.09,1.37,3,3,13,0.82,0.82,0.76,820,820,2362,74.55,74.55,69.47,273,182,5.5,10.33,6,5,6,5,7.5,4,6,5.5,7,7.5,5.5,8,5,8,0,5,4,7,7,4.5,4.5,8,6,5,0,8,6,4.5,4.5,4,3.5,6,6,7.5,6.5,4,0,0,5,,null,null,3,5,21,16,16,0.7871,442,2,5,51.82,8,null,null,4,12,40,30,3,8,117,17,17,13,null,4,null,6,2,26,192.69,-77.65,6.61,6.50,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Okafor Noah,A,11,3,,12,46.88,6.25,12,12,11,11,16,21,13,13,4.75,4,4.75,395.3,10,2,10,01.03,0.71,01.03,2,0,2,0.2,0,0.2,286,54,286,28.6,27,28.6,143,143,6,5.5,3.5,4.5,0,5,6,7,4.5,4.5,4.5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,6,3,1,0.6471,98,null,null,31.43,6,null,null,3,5,6,6,5,3,36,null,null,9,null,5,null,7,null,7,43.2,-22.26,4.17,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Jovic Luka,A,8,-1,,8,12.5,3.12,8,8,8,8,10,10,12,14,4.5,4.5,4.9,456.33,6,4,25,0.32,0.41,0.92,0,0,4,0.33,0.5,0.36,211,173,1026,35.17,43.25,41.04,,257,6,1000,4,4.5,4.5,5,0,0,4.5,4.5,0,0,0,0,7,6,0,5.5,4.5,7,4.5,0,4,0,0,4,6.5,4.5,4,4,5,5,4,5,0,4.5,4.5,6,0,0,1,,null,null,null,null,2,2,null,0.7607,65,null,null,64.29,null,null,null,null,1,null,null,3,2,18,3,3,2,null,-1,null,-4,null,7,16,-12.15,-0.5,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
Traorè Chaka,A,1,0,,1,3.12,3.12,1,1,1,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Milan,Lecce,sam. 11/11 15:00,55.55555555555556,0.70955,0.67392,0.68818
