Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Willian,A,17,2,,21,26.04,01.04,21,21,26,26,21,21,48,54,05.06,5.33,5.71,426,8,6,29,1.12,1.17,01.05,1,1,4,0.75,0.83,0.93,533,466,2288,66.63,77.67,78.9,533,572,7,17,4.5,7,4.5,6,6,4,0,4,4.5,6,7,6,8,0,0,6,7,5.5,0,5.5,0,5,5,5,7.5,6,5,5,7,5.5,6.5,5,5,6.5,0,0,0,0,1.5,,null,null,null,null,11,10,5,0.8186,363,4,1,40.63,5,null,null,12,14,13,11,2,7,73,11,11,11,null,-1,null,-7,1,10,105.16,-56.95,1.17,5.00,Fulham,Brighton,dim. 29/10 15:00,19.41747572815534,0.40309,0.43282,0.42291
Carlos Vinícius,A,9,1,,,02.08,,10,12,11,13,13,13,10,12,4.7,4.7,4.74,481,5,5,25,0.84,0.84,0.94,1,1,5,0.4,0.4,0.44,199,199,1052,39.8,39.8,42.08,199,210,6,9,4,5,4.5,4,6,0,0,0,0,4,0,7,7,6,4.5,4,4,4.5,3.5,4.5,0,6,4,5,4.5,4.5,4.5,4.5,0,0,4.5,4.5,4,0,0,0,0,0,null,,null,null,null,1,6,3,null,0.7619,68,null,null,30.43,3,null,null,4,1,1,1,1,2,25,4,4,4,null,null,null,-1,null,7,58.26,-29.32,4.9,5.00,Fulham,Brighton,dim. 29/10 15:00,19.41747572815534,0.40309,0.43282,0.42291
Traoré Adama,A,5,-3,,,3.12,,8,8,,,,,8,8,4.5,0,4.76,447.67,3,0,27,0,0,0.81,0,0,1,0,0,0.3,32,0,1047,10.67,0,38.78,,1047,6.5,1000,0,0,0,0,0,4.5,4.5,4.5,0,4,5.5,4,4.5,4,4.5,0,5,4.5,5.5,3,5,6.5,4.5,6,6,6.5,4,5,4.5,4,4.5,4.5,5,4.5,0,0,0,0,null,,null,null,null,null,1,1,2,0.3333,14,null,null,50,null,null,null,1,1,null,null,1,3,7,null,null,1,null,-2,null,-7,1,3,11,-11.47,-0.7,0,Fulham,Brighton,dim. 29/10 15:00,19.41747572815534,0.40309,0.43282,0.42291
Rodrigo Muniz,A,6,0,,,,,6,6,,,,,6,6,4.33,0,4.33,446.67,3,0,3,0.29,0,0.29,0,0,0,0,0,0,25,0,25,8.33,0,8.33,,,null,1000,0,4.5,0,0,0,4,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.6389,19,1,null,10,null,null,null,1,1,null,null,1,2,8,1,1,5,null,-1,null,-5,null,null,9.33,-11.73,-1,0,Fulham,Brighton,dim. 29/10 15:00,19.41747572815534,0.40309,0.43282,0.42291
Jiménez Raúl,A,7,0,,8,64.58,20.83,7,8,7,9,7,8,8,8,4.31,4,4.5,399.75,8,1,19,0.53,0,0.82,0,0,0,0.88,0,0.63,554,45,1105,69.25,45,58.16,,,null,1000,4,0,4,5,4,4.5,5,3.5,4.5,2.5,0,4,0,0,0,0,0,0,0,4.5,5,6.5,5.5,4.5,0,4.5,4.5,4.5,0,5,0,0,0,0,0,0,0,0,1.5,,null,null,null,2,12,7,7,0.6805,222,null,5,42.11,4,null,null,4,7,2,2,6,8,77,5,5,14,null,-2,null,-9,1,14,53.26,-60.29,-2.07,0,Fulham,Brighton,dim. 29/10 15:00,19.41747572815534,0.40309,0.43282,0.42291
Alisson Becker,G,17,-1,,28,98.96,76.04,27,32,26,28,27,32,30,40,6,6,5.74,473.22,9,9,34,1.17,1.17,01.05,0,0,0,1,1,1,810,810,3060,90,90,90,,,null,1000,6,3.5,6.5,6,5,7,7.5,6.5,6,0,6,7,6,5,5,5.5,5.5,5.5,3.5,6.5,4.5,7,6,7.5,6,4,6,4,4.5,5.5,6.5,6,6.5,5,0,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,19,11,null,null,null,null,null,9,null,null,null,null,13,5,1,11,null,null,128.22,-47.22,3.71,5.50,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Adrián,G,3,0,,4,15.62,11.46,3,4,5,5,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Kelleher Caoimhín,G,7,0,,8,39.58,25,7,8,10,10,7,8,7,8,0,0,5.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,90,0,0,90,,,null,1000,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Robertson Andy,DL,13,1,,18,98.96,89.58,17,21,14,16,17,21,18,22,5.63,0,5.24,489,8,0,33,0.79,0,0.93,1,0,1,1,0,0.91,720,0,2711,90,0,82.15,720,2711,7,13,0,5,4.5,5,7,6,5.5,6,6,0,5,5.5,5,4,6,5,5,4,3,5,5,7,5,6.5,6,4,5,4,4.5,5,7,6,5,5.5,0,0,0,0,1,,null,null,null,1,2,2,4,0.8483,657,8,11,53.33,6,null,null,38,18,21,15,19,9,96,19,19,1,null,4,null,9,null,5,201.44,-140.31,-14.44,5.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
van Dijk Virgil,DC,16,1,,20,98.96,48.96,17,22,21,22,18,22,16,18,5.93,6.25,5.59,485.29,7,4,27,1.3,1.26,01.08,0,0,1,1,1,1,568,360,2323,81.14,90,86.04,,2323,7.5,1000,6.5,4.5,6.5,7.5,0,0,4,7,5.5,0,6,6,7,5,6,5.5,6,4,3.5,6,5,6,5.5,6,0,0,0,0,4,5.5,7.5,5.5,5.5,4,0,0,0,0,1,,null,null,2,2,8,2,1,0.9122,510,12,2,76.92,3,null,null,12,16,null,null,40,8,35,5,5,null,null,3,null,6,1,1,208,-110.14,-3.9,5.50,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Alexander-Arnold Trent,DL,17,-3,,26,97.92,59.38,23,29,20,20,23,28,26,35,5.43,4.83,5.23,454.43,7,3,32,0.93,0.29,01.03,0,0,1,0.86,0.67,0.94,513,186,2618,73.29,62,81.81,,2618,6.5,1000,5,5,4.5,0,0,7,5,6.5,5,4.5,4.5,6.5,6,4.5,5,5,7,5.5,3.5,6.5,4.5,6.5,4.5,7,5,3.5,5,3.5,4,6,6,6,5,4.5,0,0,0,0,2,,null,null,1,1,9,6,8,0.6638,499,5,9,48.72,2,null,null,24,22,16,13,13,6,105,10,10,3,null,3,2,7,null,6,200.21,-167.36,-18.3,5.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Matip Joël,DC,10,1,,10,64.58,26.04,10,11,10,10,10,12,10,10,5.36,5.36,5,553.86,7,7,17,0.56,0.56,1.16,0,0,1,0.86,0.86,0.88,533,533,1367,76.14,76.14,80.41,,1367,7,1000,5.5,5,4.5,5,6,6,5.5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,6,0,6,3,0,3,4.5,5,5.5,0,0,0,0,0,0,0,2,,null,null,null,null,3,0,null,0.8633,486,8,4,64,3,null,null,23,20,null,null,30,6,56,1,1,3,null,4,null,9,1,2,161.14,-119.14,-6.06,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Quansah Jarell,DC,5,1,,5,6.25,02.08,5,5,5,5,5,5,5,5,5.33,0,5.33,535.33,3,0,3,0.58,0,0.58,0,0,0,0.33,0,0.33,115,0,115,38.33,0,38.33,,,null,1000,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8397,125,2,3,58.33,1,null,null,2,2,null,null,6,1,8,null,null,null,null,3,null,6,null,null,62.5,-40.33,-2.83,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Gomez Joe,DC,9,0,,10,41.67,9.38,9,10,9,10,9,10,11,12,5.31,5.31,05.03,526.5,8,8,20,0.53,0.53,0.94,0,0,0,0.5,0.5,0.6,433,433,1192,54.13,54.13,59.6,,,null,1000,5.5,5,4.5,5.5,5,6,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3.5,6,4.5,0,5,5,5.5,5,3,0,0,0,0,1,,null,null,null,null,4,1,3,0.8766,446,7,6,61.22,5,null,null,12,15,9,7,13,3,61,5,5,2,null,5,null,11,null,13,128.38,-98.37,-7.02,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Konaté Ibrahima,DC,9,0,,13,67.71,35.42,11,15,11,13,11,15,12,14,5.17,5,4.93,430.83,6,3,22,0.41,0.5,0.88,0,0,0,0.5,0.33,0.86,288,101,1728,48,33.67,78.55,,,null,1000,5.5,4.5,5,0,5.5,0,0,5.5,5,0,4.5,5,5.5,4,0,5,5,5,3,6,5,5.5,0,0,0,0,5,4.5,2.5,0,0,0,6,0,0,0,0,0,1,,null,null,null,1,1,0,null,0.7452,241,2,4,54.05,5,null,null,11,4,null,null,13,4,22,1,1,null,null,2,null,5,null,1,87.75,-69.67,-5.93,5.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Tsimikas Kostas,DL,3,-3,,,01.04,,6,6,6,6,6,6,6,6,5,5,4.83,512,2,1,12,0,0,0.33,0,0,0,0.5,1,0.42,66,62,382,33,62,31.83,,,null,1000,5,0,0,0,0,0,0,5,0,4,5,0,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,4.5,5,0,5,0,0,0,0,0,0,1,,null,null,null,null,0,0,1,0.7063,74,null,null,20,3,null,null,4,1,6,5,1,null,19,1,1,null,null,2,null,4,null,3,82.5,-90,-11.85,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Bradley Conor,DL,1,0,,1,02.08,02.08,1,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Szoboszlai Dominik,MO,18,3,,31,98.96,92.71,31,36,24,28,31,36,32,39,6.44,6.44,6.44,488.67,9,9,9,0.68,0.68,0.68,1,1,1,1,1,1,810,810,810,90,90,90,810,810,8,18,6,6,6.5,6,6.5,8,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,1,null,2,20,13,6,0.8676,732,6,10,43.33,9,null,null,27,31,12,9,9,9,109,21,21,7,null,5,null,11,null,9,248.39,-92.39,-0.81,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Mac Allister Alexis,MO,16,0,,23,98.96,42.71,23,27,34,34,22,25,25,28,5.56,5.56,5.77,446.56,9,9,32,0.88,0.88,01.07,0,0,6,1,1,0.88,705,705,2531,78.33,78.33,79.09,,422,3.5,1000,5.5,6,4.5,7,4.5,6,6,4.5,6,5,7,6,3.5,5,5,5,5.5,6.5,7,8,6.5,8,4.5,4.5,5,0,5,6.5,5.5,0,0,6.5,6,7,0,0,0,0,2,,null,null,1,1,4,2,1,0.8825,653,13,13,47.42,17,null,null,22,24,1,1,3,8,75,6,6,9,null,5,null,11,null,3,193.56,-126,-10.79,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Elliott Harvey,MO,10,0,,10,5.21,01.04,10,10,10,10,10,10,10,10,5.29,5.25,5.26,443,7,2,27,0.27,0.35,0.8,0,0,0,0.14,0.5,0.41,192,73,1054,27.43,36.5,39.04,,,null,1000,5.5,5,0,0,5.5,5.5,5,5,5.5,5.5,5,5,0,5,0,0,0,0,4,5.5,4,8,5,6,5,5,5,5,4.5,5.5,5,7,5.5,4.5,0,0,0,0,null,,null,null,null,null,5,4,2,0.8702,156,2,null,36.36,null,null,null,2,6,1,1,2,1,23,3,3,2,null,5,null,10,null,3,52.43,-19.57,-1.44,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Gravenberch Ryan,MD,10,1,,10,30.21,12.5,10,10,10,11,10,12,10,10,5.2,5.2,5.2,503,5,5,5,0.57,0.57,0.57,0,0,0,0.2,0.2,0.2,131,131,131,26.2,26.2,26.2,,,null,1000,6,5.5,4.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,3,2,1,0.8104,104,5,2,48,3,null,null,7,4,null,null,4,2,20,1,1,1,null,2,null,5,1,6,69.8,-37.2,-1.48,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Jones Curtis,MO,9,-2,,,6.25,,16,22,20,20,13,20,14,14,5.1,0,5.36,392,5,0,21,0.74,0,0.9,0,0,3,0.8,0,0.71,281,0,1197,56.2,0,57,,399,6.5,1000,0,0,4,5.5,6,5,0,0,5,5,5,8,5.5,6.5,5.5,5,7,5,0,5.5,0,5,0,0,0,0,4.5,0,4.5,0,0,0,5,5,0,0,0,0,1,,null,null,null,null,3,3,2,0.9428,240,2,4,44.44,3,null,null,3,8,null,null,3,2,24,null,null,6,null,2,null,6,null,1,94.8,-66.2,-2.6,5.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Endo Wataru,MD,8,-2,,,8.33,,14,16,10,10,14,15,15,18,5,0,5,493,5,0,5,0.35,0,0.35,0,0,0,0.2,0,0.2,107,0,107,21.4,0,21.4,,,null,1000,0,0,4.5,5,0,5,5.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8507,86,1,2,41.18,3,null,null,3,4,null,null,3,2,14,null,null,2,null,3,null,7,null,1,43.8,-30.5,-2.46,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Alcântara Thiago,MD,1,-4,,,4.17,,7,8,5,5,7,7,8,8,0,0,5.46,0,0,0,13,0,0,01.03,0,0,0,0,0,0.69,0,0,878,0,0,67.54,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,4.5,5,4.5,0,0,0,0,0,0,0,4.5,6.5,4,4.5,7,6,6,7,6,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.50,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Bajcetic Stefan,MD,1,-2,,3,3.12,01.04,3,3,3,3,3,3,7,7,0,0,5,0,0,0,9,0,0,0.9,0,0,1,0,0,0.56,0,0,428,0,0,47.56,,428,6.5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.5,4.5,5,5.5,3.5,5.5,0,0,5,6.5,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Mohamed Salah Mohamed,A,41,1,,71,98.96,77.08,72,86,43,47,74,86,62,84,6.61,6.61,5.89,563.56,9,9,35,0.7,0.7,1.44,7,7,22,1,1,0.97,776,776,3012,86.22,86.22,86.06,111,137,5,5.86,7,7,5,7,7,7,7,6.5,6,6,5.5,7.5,6,5.5,5,6.5,7.5,5,6,5.5,2.5,9,6,6.5,7,3,4.5,3,4.5,5,7.5,4,7,6.5,0,0,0,0,2,3,null,null,4,9,30,20,6,0.786,384,1,6,37.97,4,null,null,2,12,11,9,null,8,108,20,20,15,null,5,null,11,2,16,248.03,-80.94,21.53,6.50,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Núñez Darwin,A,18,1,,33,97.92,59.38,30,41,26,31,28,45,36,41,5.63,6,5.29,495.25,8,2,29,01.09,0,1.15,3,0,9,0.38,0.5,0.59,339,118,1606,42.38,59,55.38,113,178,6,6,6,6,0,6,4,6,7.5,4.5,5,0,0,0,4.5,4.5,4,4,6,5,4,5.5,4,7.5,0,6,6.5,4,5,0,3.5,6,5,7.5,6.5,4.5,0,0,0,0,1,,null,null,3,3,18,11,3,0.6853,158,null,4,34.21,5,null,null,1,6,1,1,1,3,48,4,4,7,null,6,null,12,6,11,121.63,-37.77,9.6,4.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Gakpo Cody,A,18,1,,25,98.96,20.83,20,32,18,18,19,36,26,27,5.64,0,5.43,454.71,7,0,27,0.94,0,1.21,2,0,9,0.71,0,0.81,322,0,1773,46,0,65.67,161,197,6,9,0,0,7,5,6,4,6,6,5.5,6.5,5,5.5,4.5,6.5,7,5,7.5,5,3.5,5,4,8,4,6,6.5,5,5,3.5,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,11,8,2,0.7605,154,2,2,51.02,8,null,null,2,7,3,3,4,5,38,4,4,2,null,4,null,9,1,9,115.23,-38.97,7.8,5.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Díaz Luis,A,15,-2,,38,100,78.12,36,46,17,17,36,45,35,51,5.44,5.44,5.14,455.33,9,9,18,0.88,0.88,0.76,2,2,3,0.89,0.89,0.67,631,631,1013,70.11,70.11,56.28,316,338,6,7.5,6,4.5,4.5,5,5,5.5,5,7,6.5,5,4.5,4.5,4.5,6,4.5,5,4.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,1,20,11,13,0.7681,359,1,9,43.14,16,null,null,12,12,3,3,null,7,88,7,7,13,null,5,null,11,3,17,121.17,-52.97,4.62,5.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Diogo Jota,A,20,-1,,25,92.71,21.88,21,25,21,21,22,30,21,24,5,5.5,05.06,457.5,8,1,25,1.6,0,1.36,2,0,9,0.5,1,0.52,378,90,1239,47.25,90,49.56,189,138,6,10,5.5,0,2,6,5,4,5.5,7.5,4.5,7.5,4,4.5,5,6,4.5,7,8,5,5,4.5,4.5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,14,8,6,0.741,227,1,5,38.81,11,null,null,4,7,3,3,3,3,62,7,7,6,null,5,null,11,null,13,97.85,-56.21,5.81,7.00,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Doak Ben,A,1,-1,,,3.12,,1,1,1,1,2,2,1,1,4.5,0,4.67,0,1,0,3,0,0,0.29,0,0,0,0,0,0,13,0,36,13,0,12,,,null,1000,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,5,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,6,null,null,,null,null,null,null,1,null,null,null,null,2,null,null,null,null,null,null,null,null,2,3,-6,-0.7,0,Liverpool,Nottingham Forest,dim. 29/10 15:00,80.64516129032259,0.72968,0.72389,0.72409
Kaminski Thomas,G,14,1,,16,11.46,6.25,14,18,14,14,14,14,20,20,5.17,5.17,5.17,465,9,9,9,01.03,01.03,01.03,0,0,0,1,1,1,810,810,810,90,90,90,,,null,1000,6.5,6,6,5,3.5,4,4.5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,26,5,null,null,null,null,null,16,null,null,null,null,14,-5,1,-9,null,null,124.06,-95,-15.18,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Krul Tim,G,7,0,,,01.04,,9,9,,,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Shea James,G,3,0,,,,,17,18,14,14,20,20,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Andersen Mads,DC,11,0,,12,44.79,12.5,11,12,13,18,11,11,14,15,5.42,0,5.42,452.67,6,0,6,0.58,0,0.58,1,0,1,0.67,0,0.67,373,0,373,62.17,0,62.17,373,373,6,11,0,5.5,6,0,5.5,6,5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,3,1,null,0.7333,170,8,5,62.96,5,null,null,20,5,null,null,24,5,33,null,null,null,null,-4,null,-8,null,5,126.85,-88.33,-4.73,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Lockyer Tom,DC,10,3,,15,01.04,01.04,15,15,12,12,15,15,10,10,4.81,5.5,4.81,475.13,8,5,8,01.07,0.35,01.07,1,1,1,1,1,1,677,407,677,84.63,81.4,84.63,677,677,6,10,5.5,5,6,5.5,5.5,0,3.5,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,1,5,2,null,0.6928,362,9,8,60,8,null,null,34,26,null,null,33,14,85,2,2,1,null,-4,null,-8,2,3,177.96,-196.44,-19.77,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Kaboré Issa,DL,9,1,,9,7.29,5.21,9,9,9,9,9,9,10,12,4.88,5,4.98,449.13,8,1,24,0.35,0,0.35,0,0,1,0.75,0,0.5,515,35,1260,64.38,35,52.5,,1260,5.5,1000,5,0,5,5,5,5,4,5,5,5,0,4.5,5,5,5.5,4.5,5,0,5,5,0,5,0,4.5,5,0,0,0,5,5.5,5.5,0,0,0,5.5,0,0,0,1,,null,null,null,3,4,2,2,0.7253,314,7,7,55.36,9,null,null,23,11,21,12,9,9,84,6,6,2,null,-4,null,-8,null,12,125.44,-147.37,-13.59,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Burke Reece,DC,9,2,,,,,9,9,,,,,9,9,4.75,4.75,4.75,525.88,8,8,8,0.6,0.6,0.6,0,0,0,0.88,0.88,0.88,597,597,597,74.63,74.63,74.63,,,null,1000,4.5,5,5.5,5,5,4.5,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,1,1,5,3,5,0.6568,298,7,7,60,6,null,null,12,5,7,6,24,12,75,6,6,3,null,-4,null,-6,1,8,144.5,-166.37,-19.97,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Mengi Teden,DC,4,3,,4,02.08,01.04,4,4,4,4,4,4,4,4,4.63,4.83,4.63,515.75,4,3,4,0.63,0.58,0.63,0,0,0,0.5,0.33,0.5,245,155,245,61.25,51.67,61.25,,,null,1000,4.5,5.5,4.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,null,0.768,139,7,1,50,2,null,null,7,7,1,1,8,4,27,null,null,null,null,-1,null,-1,null,3,79.22,-116,-15.37,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
Giles Ryan,DL,6,-2,,8,9.38,3.12,8,8,8,8,8,8,8,8,4.5,0,4.5,355.75,4,0,4,0.41,0,0.41,0,0,0,0.75,0,0.75,269,0,269,67.25,0,67.25,,,null,1000,0,0,0,4.5,0,5,4,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,3,0.6396,138,1,3,53.85,null,null,null,4,5,24,18,7,7,34,4,4,null,null,-3,null,-7,null,2,120.75,-181.25,-17.07,0,Luton Town,Aston Villa,dim. 29/10 15:00,10.1010101010101,0.24238,0.24755,0.24542
