Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J
Lamptey Tariq,DL,8,3,,8,10.42,8.33,8,10,8,8,8,8,10,11,4.88,0,4.9,550,4,0,15,1.11,0,0.71,0,0,0,0.25,0,0.27,138,0,426,34.5,0,28.4,,,null,1000,0,0,4,4.5,6.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,6,5,5,5,3.5,5,5,0,4.5,0,0,0,0,null,,null,null,2,null,1,0,null,0.8782,121,2,3,57.89,3,null,null,3,3,null,null,null,5,16,2,2,1,null,2,null,1,null,2,102.75,-106,-13.8,5.00,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Veltman Joël,DL,8,-2,,14,25,6.25,14,18,14,14,11,16,18,18,4.83,4.83,05.02,462.33,9,9,28,1,1,0.82,0,0,1,0.56,0.56,0.64,557,557,1742,61.89,61.89,62.21,,1742,7,1000,4.5,4.5,2.5,5.5,6,5,5.5,5,5,4,5,0,0,6,0,4.5,4.5,4.5,4.5,0,4,7,0,5,5.5,5.5,5,5.5,6,0,5.5,5,5,0,0,0,0,0,1,,null,null,1,1,1,1,2,0.8738,387,7,16,60,9,null,null,15,8,1,1,16,11,53,2,2,3,null,2,1,4,null,7,109.39,-133.39,-14.2,5.00,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Igor Julio,DC,9,1,,9,01.04,01.04,9,9,11,11,9,9,9,9,4.75,4.75,5.16,507,2,2,22,01.06,01.06,0.62,0,0,0,1,1,0.86,153,153,1713,76.5,76.5,77.86,,,null,1000,4,5.5,0,0,0,0,0,0,0,0,5.5,5,6,5.5,5,0,0,0,4.5,5,5,0,6,6,5.5,0,5,5.5,5,4,5.5,6,4,5,5,0,0,0,null,,null,null,null,null,0,0,null,0.9335,146,2,null,14.29,4,null,null,4,4,null,null,5,3,10,2,2,null,null,-1,null,-1,null,1,80.8,-119.5,-18.05,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Webster Adam,DC,8,0,,10,01.04,01.04,10,10,8,8,10,10,9,10,4,0,4.92,506.25,4,0,19,1.83,0,01.06,0,0,0,1,0,0.79,360,0,1267,90,0,66.68,,,null,1000,0,0,2,6,0,0,3,5,0,4,0,0,4,6,0,0,5,5,0,6,5,6,0,5,5,5,0,5,0,0,0,0,5.5,6,0,0,0,0,1,,null,null,null,null,1,1,null,0.8951,363,3,7,55.56,2,null,null,8,14,null,null,16,11,36,null,null,null,null,null,1,-2,null,1,139.63,-256.75,-35.73,5.00,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
March Solly,MO,19,-3,,36,100,87.5,35,42,25,26,36,42,34,41,6,5.17,6.18,495,7,3,28,1.5,1.26,1.26,3,0,10,1,1,0.93,558,241,2245,79.71,80.33,80.18,186,225,7,6.33,4,6.5,5,0,0,6,5,8.5,7,0,0,0,5.5,5.5,5.5,0,6.5,6.5,7,5.5,7,6.5,0,6,8,5.5,5,8,8,3.5,8,4.5,6,6,0,0,0,0,2,,null,null,1,2,14,12,12,0.8078,367,11,13,50.63,11,null,null,14,18,13,10,8,10,74,7,7,10,null,null,null,null,1,8,251.64,-128.43,-1.76,6.00,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Mitoma Kaoru,MO,20,0,,38,98.96,91.67,38,44,34,41,37,42,44,52,5.89,5.89,5.88,512.11,9,9,34,1.64,1.64,1.38,3,3,10,0.89,0.89,0.91,756,756,2834,84,84,83.35,252,283,6,6.67,5.5,5,3,8,5,6.5,5,8,7,5,6,6.5,4,5,3.5,5.5,6,4,6,6.5,7,8,3.5,4,6,7,7.5,6,7,6,5.5,0,8,7,0,0,0,0,1,,null,null,3,3,17,11,6,0.8171,389,4,2,47.31,8,null,null,9,20,16,13,2,15,92,16,16,7,null,2,null,4,4,15,221.33,-116.17,0.5,4.00,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Groß Pascal,MO,19,-2,,29,100,64.58,28,35,26,28,28,35,23,34,5.79,4.25,5.52,458.43,7,2,32,1.38,0.35,1.3,2,0,8,1,1,1,620,180,2848,88.57,90,89,310,356,6.5,9.5,4.5,4,0,0,7.5,5.5,7,5,7,5,6.5,6,3,8,3,5.5,6,5,4,0,5.5,7,3.5,5.5,6,5.5,4,5.5,7.5,6,5.5,4,6.5,6.5,0,0,0,0,2,,null,1,null,1,13,10,9,0.8949,659,4,2,44.19,5,null,null,7,12,14,11,3,8,81,17,17,5,null,2,null,7,1,8,233.5,-144.21,-12.5,5.50,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Dahoud Mahmoud,MD,8,0,,8,4.17,02.08,8,8,8,8,8,8,8,8,5.4,0,5.4,416.4,5,0,5,0.65,0,0.65,0,0,0,0.6,0,0.6,247,0,247,49.4,0,49.4,,,null,1000,0,0,0,6,5.5,5,0,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,1,1,3,2,null,0.8885,188,null,2,38.89,4,null,null,4,10,1,null,4,3,23,5,5,1,null,5,null,12,null,2,116.6,-58.1,-7.46,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Gilmour Billy,MD,10,-1,,14,36.46,10.42,12,14,12,12,12,16,11,11,5.31,5.5,5.24,451,8,1,19,0.88,0,0.89,0,0,0,0.63,0,0.63,460,24,963,57.5,24,50.68,,,null,1000,5.5,0,3.5,5.5,5.5,6.5,5,6,5,0,5,5,4.5,7,0,5.5,0,0,0,6,0,0,6,0,0,4.5,0,0,0,3.5,5,0,5,0,0,0,0,0,2,,null,null,1,2,6,3,1,0.9408,467,1,7,41.03,4,null,null,8,14,7,5,3,10,42,11,11,2,null,2,null,4,null,6,145.56,-103.5,-9.83,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Lallana Adam,MO,5,-1,,9,02.08,02.08,9,10,5,5,9,10,5,5,5,0,5.29,509,4,0,12,0.41,0,0.92,0,0,2,0.25,0,0.67,112,0,483,28,0,40.25,,242,7,1000,0,0,0,0,5.5,4.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5,5,4,7,4.5,7,5.5,0,0,0,0,1,,null,null,null,null,0,0,null,0.9318,92,1,null,45.45,2,null,null,4,null,null,null,null,2,10,3,3,1,null,2,null,5,null,3,45.5,-26.62,-1.6,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Baleba Carlos,MD,11,2,,14,3.12,02.08,14,14,,,14,14,,,5,5,5,457.75,4,4,21,0.71,0.71,0.52,0,0,0,0.5,0.5,0.38,176,176,666,44,44,31.71,,,null,1000,4.5,6,4.5,5,0,0,0,0,0,5,6,5.5,0,5,4.5,5,0,0,0,4.5,0,5,0,5,4.5,0,5,0,6,5,0,0,4,5,0,0,0,0,null,,null,null,null,null,1,0,null,0.9245,104,6,3,62.96,4,null,null,6,6,null,null,2,4,11,1,1,1,null,-1,1,-4,null,1,93,-77.62,-0.32,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Buonanotte Facundo,MO,4,-1,,5,02.08,01.04,5,5,7,7,5,5,5,5,5,0,4.86,519,1,0,14,0,0,0.66,0,0,1,1,0,0.5,45,0,608,45,0,43.43,,608,6,1000,0,0,0,5,0,0,0,0,0,4.5,5.5,5,3.5,5,6,5.5,0,0,4.5,5,0,5.5,4,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.7692,29,2,null,50,2,null,null,2,1,null,null,null,1,10,null,null,3,null,1,null,2,null,2,93,-79,-6.8,4.50,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Milner James,MD,8,-2,,13,14.58,5.21,10,13,10,11,10,13,10,11,4.83,4.5,4.96,420.83,6,1,26,0.88,0,0.51,0,0,0,0.67,1,0.27,275,45,737,45.83,45,28.35,,,null,1000,4.5,0,0,0,4.5,5,3.5,5.5,6,5,5.5,5,5,4.5,5,5,5,0,5,5,5,5,5.5,5.5,5,5,4.5,0,0,0,0,5,0,4,0,0,0,0,1,,null,null,null,1,0,0,3,0.8662,207,4,6,44.83,8,null,null,6,7,7,7,8,6,26,1,1,1,null,2,null,7,null,3,86.92,-104,-10.2,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Hinshelwood Jack,MD,3,2,,,,,3,3,3,3,3,3,,,2.5,0,3.75,463,1,0,2,0,0,1.77,0,0,0,1,0,0.5,86,0,87,86,0,43.5,,,null,1000,0,0,2.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8824,57,3,null,16.67,2,null,null,2,3,null,null,null,5,6,2,2,null,null,-1,null,-5,null,null,105,-316,-15.5,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Moder Jakub,MD,1,0,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Ferguson Evan,A,16,-2,,40,98.96,86.46,39,50,20,21,40,51,35,42,5.28,5.28,5.24,457.22,9,9,27,1.52,1.52,1.21,4,4,9,0.56,0.56,0.52,435,435,1313,48.33,48.33,48.63,109,146,6,4,4,5,4,5,5,9,5,4.5,6,4,7.5,5,5,0,0,4.5,5,4.5,0,0,4.5,6,4.5,4,4.5,0,6,6.5,7,6.5,4.5,0,0,0,0,0,0,0,1,,null,2,null,1,16,12,2,0.8828,186,1,1,39.58,10,null,null,1,5,null,null,3,9,43,3,3,12,null,2,null,4,2,13,99.04,-31.69,12.64,4.00,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Adingra Simon,A,11,4,,11,16.67,3.12,11,11,11,17,11,11,11,11,5.69,5.64,5.69,459.63,8,7,8,1,01.07,1,2,1,2,0.5,0.57,0.5,415,399,415,51.88,57,51.88,208,208,6,5.5,5.5,7,4.5,6,7,4.5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,1,1,2,5,5,3,0.8638,201,8,7,38.6,8,null,null,16,8,10,7,1,9,47,5,5,3,null,1,null,1,1,12,136.59,-52.71,4.91,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
João Pedro,A,13,1,,19,91.67,25,19,25,25,25,18,24,19,23,5.5,5.5,5.5,465.11,9,9,9,1.12,1.12,1.12,2,2,2,0.44,0.44,0.44,481,481,481,53.44,53.44,53.44,241,241,7,6.5,3.5,5,6,5,7,6,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,null,null,1,2,14,10,2,0.8551,299,3,5,55.17,4,null,null,6,6,7,6,7,9,70,12,12,17,null,2,null,4,2,15,124.16,-53.06,5.33,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Fati Ansu,A,16,2,,22,94.79,57.29,21,26,24,24,21,26,21,27,5.4,5.4,4.97,511.2,5,5,33,01.08,01.08,0.9,2,2,6,0,0,0.3,141,141,1205,28.2,28.2,36.52,71,201,6,8,7,4.5,6,4.5,5,0,0,0,0,6,8,4.5,5,4.5,5.5,5,4.5,4.5,4.5,5,6.5,4.5,4.5,5,0,5,0,4,4.5,4.5,4.5,5,4,4.5,6,4.5,0,0,null,,null,null,null,1,9,8,1,0.7349,82,null,1,35,4,null,null,null,2,1,1,null,4,11,2,2,2,null,null,null,-2,2,2,88.7,-25.48,12.28,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Welbeck Danny,A,11,1,,15,53.12,7.29,12,16,11,12,12,16,12,14,05.06,5,05.07,439.13,8,5,27,0.73,0.94,01.06,1,1,7,0.88,0.8,0.67,413,218,1338,51.63,43.6,49.56,413,191,6,11,5,4.5,4,5,6.5,0,5,5,5.5,0,4.5,5,4,8,4.5,5.5,7,4,6.5,5,4,6,4,0,0,4,4.5,6.5,0,0,0,4,4.5,0,0,0,0,0,3,,null,null,null,null,9,5,2,0.7562,187,2,3,39.53,4,null,null,3,4,1,1,6,7,41,5,5,8,null,1,null,2,null,13,63.04,-42.55,2.21,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Enciso Julio,A,1,-2,,6,42.71,17.71,3,9,8,12,5,9,3,6,6.25,0,5.4,383.5,2,0,21,2.47,0,1.21,0,0,3,0.5,0,0.38,69,0,852,34.5,0,40.57,,284,7,1000,0,0,0,0,0,0,0,8,4.5,5.5,5.5,7,4.5,7.5,5,7,7,4.5,4.5,5.5,0,5,4.5,0,0,4,0,0,5,4.5,0,4,0,6,0,0,0,0,null,,null,null,2,2,4,2,null,0.3696,39,null,null,75,null,null,null,null,1,null,null,null,1,9,2,2,null,null,2,null,6,1,1,191,-40,0.25,0,Brighton,Fulham,dim. 29/10 15:00,66.22516556291392,0.59197,0.6063,0.59486
Trafford James,G,13,0,,13,16.67,8.33,13,13,13,13,13,13,13,14,4.72,4.72,4.72,471.67,9,9,9,1.15,1.15,1.15,0,0,0,1,1,1,810,810,810,90,90,90,,,null,1000,5,3,6,5.5,5,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,23,11,null,null,null,null,null,21,null,null,null,null,17,-6,null,-16,null,null,128.17,-137.22,-43.74,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Muric Arijanet,G,7,0,,7,02.08,01.04,7,7,8,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Franchi Denis,G,1,0,,1,4.17,3.12,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Vigouroux Lawrence,G,1,0,,1,5.21,5.21,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Beyer Jordan,DL,8,0,,,01.04,,9,9,9,9,11,11,9,9,4.58,0,4.58,427.17,6,0,6,1.16,0,1.16,0,0,0,1,0,1,505,0,505,84.17,0,84.17,,,null,1000,0,0,5,4.5,5,2.5,0,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.8789,439,8,12,60,4,null,null,18,11,null,null,26,11,42,null,null,1,null,-3,null,-8,null,2,131.73,-188.92,-19.13,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Delcroix Hannes,DC,6,1,,6,3.12,01.04,6,6,6,6,6,6,6,6,4.42,4.25,4.42,496,6,2,6,0.66,01.06,0.66,0,0,0,0.33,0.5,0.33,239,100,239,39.83,50,39.83,,,null,1000,5,3.5,0,0,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,4,2,1,0.9533,225,6,2,57.14,3,null,null,7,10,null,null,6,10,18,2,2,1,null,-3,null,-10,null,1,61.83,-124.83,-19.33,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Taylor Charlie,DL,8,3,,8,01.04,01.04,8,8,8,8,10,10,8,8,4.33,4.2,4.33,486.17,6,5,6,0.88,0.91,0.88,0,0,0,1,1,1,540,450,540,90,90,90,,,null,1000,3.5,3,5,5,4.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,3,1,2,0.8054,412,4,4,53.19,7,null,null,22,8,12,11,18,10,76,1,1,1,null,-3,null,-8,null,8,133.25,-206.5,-22.38,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Roberts Connor,DL,9,2,,,02.08,,9,9,9,9,9,9,9,9,4.17,4.17,4.17,413,9,9,9,0.87,0.87,0.87,0,0,0,0.89,0.89,0.89,735,735,735,81.67,81.67,81.67,,,null,1000,3.5,4.5,4.5,5,5,2.5,3.5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,null,0,0,3,0.8447,533,4,4,52.5,4,null,null,21,14,9,7,21,19,89,6,6,1,null,-6,null,-16,null,3,89.83,-199.11,-23.99,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Vitinho,DL,7,2,,,01.04,,7,7,7,7,7,7,7,7,4.17,0,4.17,291.33,3,0,3,0.76,0,0.76,0,0,0,0.67,0,0.67,153,0,153,51,0,51,,,null,1000,0,3.5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.7853,69,2,null,44.44,2,null,null,1,3,null,null,3,4,14,1,1,1,null,-3,null,-8,null,2,41.83,-141.67,-14.57,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
O'Shea Dara,DC,7,0,,7,01.04,01.04,7,7,7,7,7,7,7,7,3.8,4.25,3.8,408.6,5,2,5,0.76,01.06,0.76,0,0,0,0.8,0.5,0.8,405,135,405,81,67.5,81,,,null,1000,5,3.5,0,0,0,3,4,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,null,0.8513,350,10,2,59.26,4,null,null,10,13,null,null,20,16,42,1,1,null,null,-5,null,-14,null,2,130.76,-258.1,-41.42,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Al Dakhil Ameen,DC,9,3,,9,3.12,3.12,9,9,9,9,9,9,9,9,3.78,3.78,3.78,437,9,9,9,01.06,01.06,01.06,0,0,0,1,1,1,765,765,765,85,85,85,,,null,1000,3,4,3.5,5,5,2,3.5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,5,4,1,0.8382,574,7,3,42.11,5,null,null,23,14,2,1,25,19,85,1,1,6,null,-6,null,-16,null,4,97.6,-230.89,-29.43,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
CJ Egan-Riley Conrad,DC,1,-2,,,,,4,4,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Ekdal Hjalmar,DC,3,-2,,,,,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Brownhill Josh,MO,10,0,,11,10.42,4.17,10,11,10,10,10,12,10,10,5.19,05.08,5.19,431.25,8,6,8,0.7,0.74,0.7,1,1,1,0.63,0.67,0.63,516,425,516,64.5,70.83,64.5,516,516,5.5,10,5,4,4.5,6,5.5,5.5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,8,3,8,0.8217,321,7,9,48.89,7,null,null,8,19,9,9,10,11,72,9,9,4,null,-5,null,-14,null,3,121.56,-91.06,-4.17,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Odobert Wilson,MO,10,2,,,01.04,,10,10,10,10,25,35,10,10,5.17,5.17,4.96,522.33,3,3,23,0.76,0.76,0.84,1,1,2,0.67,0.67,0.7,147,147,1354,49,49,58.87,147,677,6,10,4.5,6,5,0,0,0,0,0,0,0,0,0,3,4.5,6.5,7,4,4.5,4.5,5,5.5,5.5,5.5,4.5,0,4.5,0,4.5,4.5,0,5,5,4.5,5,5.5,0,0,0,null,,null,null,null,1,5,4,2,0.7598,62,null,2,55.56,1,null,null,1,4,1,1,1,4,15,2,2,1,null,-3,null,-8,null,5,101.07,-57.27,3.63,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Bruun Larsen Jacob,MO,8,0,,,01.04,,8,8,8,8,,,8,8,4.75,4.63,4.75,411.75,8,4,8,0.53,0.25,0.53,1,0,1,0,0,0,150,74,150,18.75,18.5,18.75,150,150,6,8,4.5,4.5,4.5,5,0,4.5,4.5,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,1,null,null,6,5,3,0.8875,82,1,1,36,5,null,null,1,5,1,1,3,2,19,2,2,3,null,-6,null,-16,null,5,35.21,-11.4,1.35,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Cullen Josh,MD,11,2,,11,02.08,01.04,11,11,11,11,11,11,11,11,5.11,5.11,5.11,433.11,9,9,9,0.89,0.89,0.89,0,0,0,1,1,1,781,781,781,86.78,86.78,86.78,,,null,1000,4,5.5,5.5,5.5,6,4.5,4.5,6.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,1,3,2,1,0.8622,593,7,10,59.72,12,null,null,21,31,2,1,11,19,82,6,6,3,null,-6,null,-16,null,3,166.17,-148.22,-11.51,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Gudmundsson Jóhann,MO,8,0,,8,4.17,4.17,8,8,8,8,8,8,8,8,5,0,5,499.75,4,0,4,0.41,0,0.41,0,0,0,0.75,0,0.75,173,0,173,43.25,0,43.25,,,null,1000,0,0,0,4.5,5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,1,null,0,0,1,0.8373,117,3,1,64.29,2,null,null,2,4,6,5,3,4,22,4,4,null,null,-3,null,-6,null,5,74.13,-49.87,-1.92,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
Ramsey Aaron,MO,8,2,,10,3.12,01.04,10,10,,,10,10,8,8,4.9,0,4.9,481,5,0,5,0.96,0,0.96,0,0,0,0.4,0,0.4,206,0,206,41.2,0,41.2,,,null,1000,0,4.5,4,6.5,0,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,1,2,2,1,0.8615,108,null,6,46.43,2,null,null,5,4,1,1,3,5,28,1,1,5,null,-3,null,-7,null,5,66.2,-57.4,-3.06,0,Burnley,Bournemouth,sam. 28/10 16:00,31.05590062111801,0.39896,0.3538,0.36415
